country1,country2,field,year,num_articles,complete
France,Spain,Natural language processing,2024,28,False
France,Spain,Natural language processing,2021,25,True
France,Spain,Natural language processing,2016,29,True
France,Spain,Natural language processing,2015,25,True
France,Spain,Natural language processing,2020,29,True
Germany,Spain,Natural language processing,2023,38,True
Germany,Spain,Natural language processing,2019,30,True
Germany,Spain,Natural language processing,2022,37,True
Germany,Spain,Natural language processing,2021,44,True
Germany,Spain,Natural language processing,2024,42,False
Germany,Spain,Natural language processing,2020,47,True
Italy,Spain,Natural language processing,2023,27,True
Italy,Spain,Natural language processing,2024,25,False
Italy,Spain,Natural language processing,2022,30,True
Italy,Spain,Natural language processing,2016,26,True
Italy,Spain,Natural language processing,2018,30,True
Italy,Spain,Natural language processing,2021,25,True
United Kingdom,Spain,Natural language processing,2017,35,True
United Kingdom,Spain,Natural language processing,2025,27,False
United Kingdom,Spain,Natural language processing,2016,32,True
United Kingdom,Spain,Natural language processing,2019,47,True
United Kingdom,Spain,Natural language processing,2022,47,True
United Kingdom,Spain,Natural language processing,2015,43,True
United Kingdom,Spain,Natural language processing,2018,43,True
United Kingdom,Spain,Natural language processing,2024,47,False
United Kingdom,Spain,Natural language processing,2021,48,True
United Kingdom,Spain,Natural language processing,2023,49,True
United Kingdom,Spain,Natural language processing,2020,38,True
United States,Spain,Natural language processing,2025,25,False
United States,Spain,Natural language processing,2023,58,True
United States,Spain,Natural language processing,2021,55,True
United States,Spain,Natural language processing,2022,49,True
United States,Spain,Natural language processing,2017,32,True
United States,Spain,Natural language processing,2016,45,True
United States,Spain,Natural language processing,2019,46,True
United States,Spain,Natural language processing,2024,55,False
United States,Spain,Natural language processing,2020,47,True
United States,Spain,Natural language processing,2015,36,True
United States,Spain,Natural language processing,2018,28,True
Germany,Sweden,Natural language processing,2023,33,True
United Kingdom,Sweden,Natural language processing,2023,27,True
United Kingdom,Sweden,Natural language processing,2018,30,True
United States,Sweden,Natural language processing,2022,33,True
United States,Sweden,Natural language processing,2023,43,True
United States,Sweden,Natural language processing,2021,36,True
France,Switzerland,Natural language processing,2022,32,True
France,Switzerland,Natural language processing,2023,27,True
Germany,Switzerland,Natural language processing,2016,27,True
Germany,Switzerland,Natural language processing,2025,47,False
Germany,Switzerland,Natural language processing,2024,53,False
Germany,Switzerland,Natural language processing,2018,31,True
Germany,Switzerland,Natural language processing,2019,31,True
Germany,Switzerland,Natural language processing,2023,77,True
Germany,Switzerland,Natural language processing,2022,50,True
Germany,Switzerland,Natural language processing,2021,66,True
Germany,Switzerland,Natural language processing,2020,47,True
Italy,Switzerland,Natural language processing,2023,26,True
United Kingdom,Switzerland,Natural language processing,2019,46,True
United Kingdom,Switzerland,Natural language processing,2021,72,True
United Kingdom,Switzerland,Natural language processing,2024,35,False
United Kingdom,Switzerland,Natural language processing,2020,56,True
United Kingdom,Switzerland,Natural language processing,2023,65,True
United Kingdom,Switzerland,Natural language processing,2022,44,True
United States,Switzerland,Natural language processing,2021,66,True
United States,Switzerland,Natural language processing,2024,47,False
United States,Switzerland,Natural language processing,2022,64,True
United States,Switzerland,Natural language processing,2023,90,True
United States,Switzerland,Natural language processing,2025,37,False
United States,Switzerland,Natural language processing,2019,49,True
United States,Switzerland,Natural language processing,2020,53,True
China,Taiwan,Natural language processing,2020,29,True
China,Taiwan,Natural language processing,2022,28,True
China,Taiwan,Natural language processing,2024,48,False
China,Taiwan,Natural language processing,2021,29,True
United States,Taiwan,Natural language processing,2020,33,True
United States,Taiwan,Natural language processing,2022,35,True
United States,Taiwan,Natural language processing,2021,32,True
United States,Taiwan,Natural language processing,2023,39,True
United States,Taiwan,Natural language processing,2024,54,False
India,United Arab Emirates,Natural language processing,2023,29,True
United States,United Arab Emirates,Natural language processing,2021,25,True
United States,United Arab Emirates,Natural language processing,2023,38,True
United States,United Arab Emirates,Natural language processing,2024,30,False
United States,United Arab Emirates,Natural language processing,2022,28,True
Australia,United Kingdom,Natural language processing,2024,48,False
Australia,United Kingdom,Natural language processing,2015,35,True
Australia,United Kingdom,Natural language processing,2023,78,True
Australia,United Kingdom,Natural language processing,2020,36,True
Australia,United Kingdom,Natural language processing,2016,26,True
Australia,United Kingdom,Natural language processing,2022,46,True
Australia,United Kingdom,Natural language processing,2021,46,True
Australia,United Kingdom,Natural language processing,2018,29,True
Australia,United Kingdom,Natural language processing,2019,31,True
Austria,United Kingdom,Natural language processing,2023,28,True
Belgium,United Kingdom,Natural language processing,2023,26,True
Canada,United Kingdom,Natural language processing,2024,47,False
Canada,United Kingdom,Natural language processing,2023,62,True
Canada,United Kingdom,Natural language processing,2021,61,True
Canada,United Kingdom,Natural language processing,2022,56,True
Canada,United Kingdom,Natural language processing,2017,28,True
Canada,United Kingdom,Natural language processing,2020,46,True
Canada,United Kingdom,Natural language processing,2019,29,True
China,United Kingdom,Natural language processing,2021,153,True
China,United Kingdom,Natural language processing,2017,65,True
China,United Kingdom,Natural language processing,2024,166,False
China,United Kingdom,Natural language processing,2018,70,True
China,United Kingdom,Natural language processing,2025,84,False
China,United Kingdom,Natural language processing,2020,139,True
China,United Kingdom,Natural language processing,2022,189,True
China,United Kingdom,Natural language processing,2023,254,True
China,United Kingdom,Natural language processing,2019,88,True
China,United Kingdom,Natural language processing,2016,58,True
China,United Kingdom,Natural language processing,2015,50,True
Denmark,United Kingdom,Natural language processing,2020,30,True
Denmark,United Kingdom,Natural language processing,2019,33,True
France,United Kingdom,Natural language processing,2017,40,True
France,United Kingdom,Natural language processing,2016,42,True
France,United Kingdom,Natural language processing,2019,54,True
France,United Kingdom,Natural language processing,2015,35,True
France,United Kingdom,Natural language processing,2022,56,True
France,United Kingdom,Natural language processing,2024,49,False
France,United Kingdom,Natural language processing,2018,57,True
France,United Kingdom,Natural language processing,2020,53,True
France,United Kingdom,Natural language processing,2025,28,False
France,United Kingdom,Natural language processing,2021,57,True
France,United Kingdom,Natural language processing,2023,82,True
Germany,United Kingdom,Natural language processing,2016,78,True
Germany,United Kingdom,Natural language processing,2022,116,True
Germany,United Kingdom,Natural language processing,2023,134,True
Germany,United Kingdom,Natural language processing,2018,95,True
Germany,United Kingdom,Natural language processing,2025,50,False
Germany,United Kingdom,Natural language processing,2024,104,False
Germany,United Kingdom,Natural language processing,2015,63,True
Germany,United Kingdom,Natural language processing,2019,126,True
Germany,United Kingdom,Natural language processing,2020,134,True
Germany,United Kingdom,Natural language processing,2017,93,True
Germany,United Kingdom,Natural language processing,2021,128,True
India,United Kingdom,Natural language processing,2024,50,False
India,United Kingdom,Natural language processing,2022,42,True
India,United Kingdom,Natural language processing,2021,46,True
India,United Kingdom,Natural language processing,2020,27,True
India,United Kingdom,Natural language processing,2025,25,False
India,United Kingdom,Natural language processing,2023,69,True
Ireland,United Kingdom,Natural language processing,2023,29,True
Ireland,United Kingdom,Natural language processing,2021,26,True
Ireland,United Kingdom,Natural language processing,2022,30,True
Israel,United Kingdom,Natural language processing,2023,29,True
Israel,United Kingdom,Natural language processing,2020,38,True
Israel,United Kingdom,Natural language processing,2021,26,True
Italy,United Kingdom,Natural language processing,2021,58,True
Italy,United Kingdom,Natural language processing,2025,39,False
Italy,United Kingdom,Natural language processing,2022,38,True
Italy,United Kingdom,Natural language processing,2023,60,True
Italy,United Kingdom,Natural language processing,2016,39,True
Italy,United Kingdom,Natural language processing,2018,36,True
Italy,United Kingdom,Natural language processing,2024,61,False
Italy,United Kingdom,Natural language processing,2020,44,True
Italy,United Kingdom,Natural language processing,2019,35,True
Japan,United Kingdom,Natural language processing,2018,27,True
Japan,United Kingdom,Natural language processing,2022,25,True
Japan,United Kingdom,Natural language processing,2020,31,True
Japan,United Kingdom,Natural language processing,2023,42,True
Japan,United Kingdom,Natural language processing,2019,34,True
Japan,United Kingdom,Natural language processing,2021,42,True
Japan,United Kingdom,Natural language processing,2017,36,True
Netherlands,United Kingdom,Natural language processing,2019,93,True
Netherlands,United Kingdom,Natural language processing,2020,82,True
Netherlands,United Kingdom,Natural language processing,2023,73,True
Netherlands,United Kingdom,Natural language processing,2025,32,False
Netherlands,United Kingdom,Natural language processing,2024,55,False
Netherlands,United Kingdom,Natural language processing,2016,39,True
Netherlands,United Kingdom,Natural language processing,2018,75,True
Netherlands,United Kingdom,Natural language processing,2017,50,True
Netherlands,United Kingdom,Natural language processing,2022,75,True
Netherlands,United Kingdom,Natural language processing,2021,92,True
Pakistan,United Kingdom,Natural language processing,2024,30,False
Saudi Arabia,United Kingdom,Natural language processing,2023,47,True
Saudi Arabia,United Kingdom,Natural language processing,2024,38,False
Saudi Arabia,United Kingdom,Natural language processing,2021,35,True
Saudi Arabia,United Kingdom,Natural language processing,2022,41,True
Singapore,United Kingdom,Natural language processing,2023,45,True
Singapore,United Kingdom,Natural language processing,2024,30,False
Spain,United Kingdom,Natural language processing,2017,35,True
Spain,United Kingdom,Natural language processing,2018,43,True
Spain,United Kingdom,Natural language processing,2024,47,False
Spain,United Kingdom,Natural language processing,2025,27,False
Spain,United Kingdom,Natural language processing,2019,47,True
Spain,United Kingdom,Natural language processing,2021,48,True
Spain,United Kingdom,Natural language processing,2022,47,True
Spain,United Kingdom,Natural language processing,2016,32,True
Spain,United Kingdom,Natural language processing,2020,38,True
Spain,United Kingdom,Natural language processing,2015,43,True
Spain,United Kingdom,Natural language processing,2023,49,True
Sweden,United Kingdom,Natural language processing,2018,30,True
Sweden,United Kingdom,Natural language processing,2023,27,True
Switzerland,United Kingdom,Natural language processing,2024,35,False
Switzerland,United Kingdom,Natural language processing,2022,44,True
Switzerland,United Kingdom,Natural language processing,2023,65,True
Switzerland,United Kingdom,Natural language processing,2021,72,True
Switzerland,United Kingdom,Natural language processing,2020,56,True
Switzerland,United Kingdom,Natural language processing,2019,46,True
United States,United Kingdom,Natural language processing,2015,125,True
United States,United Kingdom,Natural language processing,2023,335,True
United States,United Kingdom,Natural language processing,2024,233,False
United States,United Kingdom,Natural language processing,2025,118,False
United States,United Kingdom,Natural language processing,2018,183,True
United States,United Kingdom,Natural language processing,2016,195,True
United States,United Kingdom,Natural language processing,2017,156,True
United States,United Kingdom,Natural language processing,2019,218,True
United States,United Kingdom,Natural language processing,2020,284,True
United States,United Kingdom,Natural language processing,2022,300,True
United States,United Kingdom,Natural language processing,2021,349,True
Australia,United States,Natural language processing,2016,35,True
Australia,United States,Natural language processing,2019,50,True
Australia,United States,Natural language processing,2024,95,False
Australia,United States,Natural language processing,2023,119,True
Australia,United States,Natural language processing,2017,45,True
Australia,United States,Natural language processing,2022,64,True
Australia,United States,Natural language processing,2018,51,True
Australia,United States,Natural language processing,2020,81,True
Australia,United States,Natural language processing,2021,91,True
Australia,United States,Natural language processing,2025,61,False
Australia,United States,Natural language processing,2015,43,True
Austria,United States,Natural language processing,2024,27,False
Austria,United States,Natural language processing,2023,27,True
Bangladesh,United States,Natural language processing,2023,28,True
Bangladesh,United States,Natural language processing,2024,52,False
Bangladesh,United States,Natural language processing,2025,37,False
Belgium,United States,Natural language processing,2022,26,True
Brazil,United States,Natural language processing,2018,26,True
Brazil,United States,Natural language processing,2021,25,True
Brazil,United States,Natural language processing,2019,25,True
Brazil,United States,Natural language processing,2023,35,True
Canada,United States,Natural language processing,2017,98,True
Canada,United States,Natural language processing,2023,214,True
Canada,United States,Natural language processing,2022,171,True
Canada,United States,Natural language processing,2021,187,True
Canada,United States,Natural language processing,2024,150,False
Canada,United States,Natural language processing,2016,88,True
Canada,United States,Natural language processing,2018,120,True
Canada,United States,Natural language processing,2019,132,True
Canada,United States,Natural language processing,2020,160,True
Canada,United States,Natural language processing,2015,56,True
Canada,United States,Natural language processing,2025,84,False
China,United States,Natural language processing,2021,602,True
China,United States,Natural language processing,2017,205,True
China,United States,Natural language processing,2025,224,False
China,United States,Natural language processing,2024,468,False
China,United States,Natural language processing,2020,532,True
China,United States,Natural language processing,2022,500,True
China,United States,Natural language processing,2016,199,True
China,United States,Natural language processing,2023,624,True
China,United States,Natural language processing,2019,428,True
China,United States,Natural language processing,2018,292,True
China,United States,Natural language processing,2015,161,True
Denmark,United States,Natural language processing,2023,38,True
Denmark,United States,Natural language processing,2020,41,True
Denmark,United States,Natural language processing,2021,36,True
Denmark,United States,Natural language processing,2022,28,True
Denmark,United States,Natural language processing,2019,43,True
France,United States,Natural language processing,2018,69,True
France,United States,Natural language processing,2022,65,True
France,United States,Natural language processing,2015,44,True
France,United States,Natural language processing,2017,63,True
France,United States,Natural language processing,2016,58,True
France,United States,Natural language processing,2024,66,False
France,United States,Natural language processing,2025,36,False
France,United States,Natural language processing,2019,69,True
France,United States,Natural language processing,2023,98,True
France,United States,Natural language processing,2021,89,True
France,United States,Natural language processing,2020,81,True
Germany,United States,Natural language processing,2022,175,True
Germany,United States,Natural language processing,2023,226,True
Germany,United States,Natural language processing,2016,103,True
Germany,United States,Natural language processing,2025,77,False
Germany,United States,Natural language processing,2018,143,True
Germany,United States,Natural language processing,2020,186,True
Germany,United States,Natural language processing,2017,137,True
Germany,United States,Natural language processing,2024,151,False
Germany,United States,Natural language processing,2019,150,True
Germany,United States,Natural language processing,2021,203,True
Germany,United States,Natural language processing,2015,79,True
India,United States,Natural language processing,2022,153,True
India,United States,Natural language processing,2017,60,True
India,United States,Natural language processing,2016,60,True
India,United States,Natural language processing,2019,102,True
India,United States,Natural language processing,2018,82,True
India,United States,Natural language processing,2023,204,True
India,United States,Natural language processing,2025,98,False
India,United States,Natural language processing,2024,177,False
India,United States,Natural language processing,2021,198,True
India,United States,Natural language processing,2020,136,True
