country1,country2,field,year,num_articles,complete
Austria,France,Chip design and fabrication,2016,26,True
Belgium,France,Chip design and fabrication,2018,58,True
Belgium,France,Chip design and fabrication,2021,43,True
Belgium,France,Chip design and fabrication,2020,63,True
Belgium,France,Chip design and fabrication,2022,50,True
Belgium,France,Chip design and fabrication,2024,57,False
Belgium,France,Chip design and fabrication,2019,50,True
Belgium,France,Chip design and fabrication,2017,51,True
Belgium,France,Chip design and fabrication,2016,44,True
Belgium,France,Chip design and fabrication,2023,44,True
Belgium,France,Chip design and fabrication,2015,50,True
Brazil,France,Chip design and fabrication,2015,31,True
Brazil,France,Chip design and fabrication,2021,31,True
Brazil,France,Chip design and fabrication,2017,31,True
Brazil,France,Chip design and fabrication,2024,31,False
Brazil,France,Chip design and fabrication,2018,34,True
Brazil,France,Chip design and fabrication,2023,31,True
Brazil,France,Chip design and fabrication,2016,29,True
Brazil,France,Chip design and fabrication,2020,27,True
Brazil,France,Chip design and fabrication,2022,29,True
Brazil,France,Chip design and fabrication,2019,34,True
Canada,France,Chip design and fabrication,2020,62,True
Canada,France,Chip design and fabrication,2018,71,True
Canada,France,Chip design and fabrication,2019,69,True
Canada,France,Chip design and fabrication,2023,66,True
Canada,France,Chip design and fabrication,2017,53,True
Canada,France,Chip design and fabrication,2022,59,True
Canada,France,Chip design and fabrication,2015,61,True
Canada,France,Chip design and fabrication,2024,49,False
Canada,France,Chip design and fabrication,2016,72,True
Canada,France,Chip design and fabrication,2021,66,True
China,France,Chip design and fabrication,2022,98,True
China,France,Chip design and fabrication,2020,99,True
China,France,Chip design and fabrication,2015,86,True
China,France,Chip design and fabrication,2025,59,False
China,France,Chip design and fabrication,2017,68,True
China,France,Chip design and fabrication,2023,93,True
China,France,Chip design and fabrication,2016,81,True
China,France,Chip design and fabrication,2018,104,True
China,France,Chip design and fabrication,2024,92,False
China,France,Chip design and fabrication,2021,97,True
China,France,Chip design and fabrication,2019,115,True
Finland,France,Chip design and fabrication,2017,25,True
Germany,France,Chip design and fabrication,2018,125,True
Germany,France,Chip design and fabrication,2024,118,False
Germany,France,Chip design and fabrication,2022,125,True
Germany,France,Chip design and fabrication,2016,123,True
Germany,France,Chip design and fabrication,2025,57,False
Germany,France,Chip design and fabrication,2021,99,True
Germany,France,Chip design and fabrication,2017,116,True
Germany,France,Chip design and fabrication,2020,150,True
Germany,France,Chip design and fabrication,2019,129,True
Germany,France,Chip design and fabrication,2023,122,True
Germany,France,Chip design and fabrication,2015,109,True
Greece,France,Chip design and fabrication,2015,28,True
India,France,Chip design and fabrication,2024,27,False
India,France,Chip design and fabrication,2022,36,True
India,France,Chip design and fabrication,2021,30,True
India,France,Chip design and fabrication,2020,38,True
Italy,France,Chip design and fabrication,2019,115,True
Italy,France,Chip design and fabrication,2018,111,True
Italy,France,Chip design and fabrication,2016,123,True
Italy,France,Chip design and fabrication,2020,104,True
Italy,France,Chip design and fabrication,2021,112,True
Italy,France,Chip design and fabrication,2015,87,True
Italy,France,Chip design and fabrication,2022,105,True
Italy,France,Chip design and fabrication,2017,98,True
Italy,France,Chip design and fabrication,2024,89,False
Italy,France,Chip design and fabrication,2025,54,False
Italy,France,Chip design and fabrication,2023,106,True
Japan,France,Chip design and fabrication,2015,40,True
Japan,France,Chip design and fabrication,2021,40,True
Japan,France,Chip design and fabrication,2023,46,True
Japan,France,Chip design and fabrication,2019,52,True
Japan,France,Chip design and fabrication,2020,63,True
Japan,France,Chip design and fabrication,2024,44,False
Japan,France,Chip design and fabrication,2016,44,True
Japan,France,Chip design and fabrication,2017,35,True
Japan,France,Chip design and fabrication,2022,47,True
Japan,France,Chip design and fabrication,2018,55,True
Japan,France,Chip design and fabrication,2025,25,False
Morocco,France,Chip design and fabrication,2020,26,True
Morocco,France,Chip design and fabrication,2019,25,True
Netherlands,France,Chip design and fabrication,2020,40,True
Netherlands,France,Chip design and fabrication,2015,44,True
Netherlands,France,Chip design and fabrication,2017,38,True
Netherlands,France,Chip design and fabrication,2021,41,True
Netherlands,France,Chip design and fabrication,2022,34,True
Netherlands,France,Chip design and fabrication,2018,46,True
Netherlands,France,Chip design and fabrication,2023,50,True
Netherlands,France,Chip design and fabrication,2019,47,True
Netherlands,France,Chip design and fabrication,2024,43,False
Netherlands,France,Chip design and fabrication,2016,48,True
Romania,France,Chip design and fabrication,2016,28,True
Russia,France,Chip design and fabrication,2020,27,True
Russia,France,Chip design and fabrication,2018,35,True
Russia,France,Chip design and fabrication,2016,25,True
Russia,France,Chip design and fabrication,2019,26,True
Russia,France,Chip design and fabrication,2017,32,True
Russia,France,Chip design and fabrication,2021,31,True
Singapore,France,Chip design and fabrication,2022,28,True
Singapore,France,Chip design and fabrication,2019,31,True
Singapore,France,Chip design and fabrication,2024,33,False
Singapore,France,Chip design and fabrication,2021,29,True
Singapore,France,Chip design and fabrication,2017,26,True
Singapore,France,Chip design and fabrication,2020,28,True
Singapore,France,Chip design and fabrication,2023,37,True
South Korea,France,Chip design and fabrication,2020,27,True
Spain,France,Chip design and fabrication,2015,69,True
Spain,France,Chip design and fabrication,2020,83,True
Spain,France,Chip design and fabrication,2023,87,True
Spain,France,Chip design and fabrication,2017,78,True
Spain,France,Chip design and fabrication,2018,80,True
Spain,France,Chip design and fabrication,2022,55,True
Spain,France,Chip design and fabrication,2019,77,True
Spain,France,Chip design and fabrication,2021,79,True
Spain,France,Chip design and fabrication,2024,66,False
Spain,France,Chip design and fabrication,2025,30,False
Spain,France,Chip design and fabrication,2016,85,True
Switzerland,France,Chip design and fabrication,2023,65,True
Switzerland,France,Chip design and fabrication,2022,58,True
Switzerland,France,Chip design and fabrication,2018,71,True
Switzerland,France,Chip design and fabrication,2017,66,True
Switzerland,France,Chip design and fabrication,2016,73,True
Switzerland,France,Chip design and fabrication,2019,67,True
Switzerland,France,Chip design and fabrication,2020,61,True
Switzerland,France,Chip design and fabrication,2024,52,False
Switzerland,France,Chip design and fabrication,2021,57,True
Switzerland,France,Chip design and fabrication,2025,29,False
Switzerland,France,Chip design and fabrication,2015,86,True
Tunisia,France,Chip design and fabrication,2019,29,True
Tunisia,France,Chip design and fabrication,2015,34,True
Tunisia,France,Chip design and fabrication,2016,31,True
Tunisia,France,Chip design and fabrication,2017,29,True
Tunisia,France,Chip design and fabrication,2018,32,True
United Kingdom,France,Chip design and fabrication,2019,93,True
United Kingdom,France,Chip design and fabrication,2021,70,True
United Kingdom,France,Chip design and fabrication,2017,90,True
United Kingdom,France,Chip design and fabrication,2020,95,True
United Kingdom,France,Chip design and fabrication,2023,64,True
United Kingdom,France,Chip design and fabrication,2024,77,False
United Kingdom,France,Chip design and fabrication,2025,32,False
United Kingdom,France,Chip design and fabrication,2016,82,True
United Kingdom,France,Chip design and fabrication,2015,76,True
United Kingdom,France,Chip design and fabrication,2018,78,True
United Kingdom,France,Chip design and fabrication,2022,77,True
United States,France,Chip design and fabrication,2023,136,True
United States,France,Chip design and fabrication,2015,191,True
United States,France,Chip design and fabrication,2020,166,True
United States,France,Chip design and fabrication,2019,139,True
United States,France,Chip design and fabrication,2018,165,True
United States,France,Chip design and fabrication,2022,129,True
United States,France,Chip design and fabrication,2024,119,False
United States,France,Chip design and fabrication,2025,54,False
United States,France,Chip design and fabrication,2016,196,True
United States,France,Chip design and fabrication,2021,174,True
United States,France,Chip design and fabrication,2017,161,True
Australia,Germany,Chip design and fabrication,2024,31,False
Australia,Germany,Chip design and fabrication,2018,28,True
Australia,Germany,Chip design and fabrication,2020,33,True
Australia,Germany,Chip design and fabrication,2021,26,True
Australia,Germany,Chip design and fabrication,2023,41,True
Australia,Germany,Chip design and fabrication,2016,25,True
Australia,Germany,Chip design and fabrication,2022,36,True
Australia,Germany,Chip design and fabrication,2019,26,True
Austria,Germany,Chip design and fabrication,2018,69,True
Austria,Germany,Chip design and fabrication,2022,86,True
Austria,Germany,Chip design and fabrication,2024,84,False
Austria,Germany,Chip design and fabrication,2023,83,True
Austria,Germany,Chip design and fabrication,2025,37,False
Austria,Germany,Chip design and fabrication,2019,66,True
Austria,Germany,Chip design and fabrication,2021,65,True
Austria,Germany,Chip design and fabrication,2017,67,True
Austria,Germany,Chip design and fabrication,2015,47,True
Austria,Germany,Chip design and fabrication,2020,82,True
Austria,Germany,Chip design and fabrication,2016,63,True
Belgium,Germany,Chip design and fabrication,2016,47,True
Belgium,Germany,Chip design and fabrication,2017,70,True
Belgium,Germany,Chip design and fabrication,2024,58,False
Belgium,Germany,Chip design and fabrication,2022,61,True
Belgium,Germany,Chip design and fabrication,2023,67,True
Belgium,Germany,Chip design and fabrication,2020,56,True
Belgium,Germany,Chip design and fabrication,2015,44,True
Belgium,Germany,Chip design and fabrication,2019,55,True
Belgium,Germany,Chip design and fabrication,2018,66,True
Belgium,Germany,Chip design and fabrication,2021,71,True
Belgium,Germany,Chip design and fabrication,2025,25,False
Brazil,Germany,Chip design and fabrication,2021,26,True
Brazil,Germany,Chip design and fabrication,2020,32,True
Canada,Germany,Chip design and fabrication,2016,28,True
Canada,Germany,Chip design and fabrication,2017,33,True
Canada,Germany,Chip design and fabrication,2020,42,True
Canada,Germany,Chip design and fabrication,2023,53,True
Canada,Germany,Chip design and fabrication,2022,37,True
Canada,Germany,Chip design and fabrication,2019,33,True
Canada,Germany,Chip design and fabrication,2024,40,False
Canada,Germany,Chip design and fabrication,2015,25,True
Canada,Germany,Chip design and fabrication,2021,50,True
China,Germany,Chip design and fabrication,2020,122,True
China,Germany,Chip design and fabrication,2017,92,True
China,Germany,Chip design and fabrication,2022,163,True
China,Germany,Chip design and fabrication,2019,122,True
China,Germany,Chip design and fabrication,2016,85,True
China,Germany,Chip design and fabrication,2023,142,True
China,Germany,Chip design and fabrication,2021,140,True
China,Germany,Chip design and fabrication,2024,171,False
China,Germany,Chip design and fabrication,2015,53,True
China,Germany,Chip design and fabrication,2025,105,False
China,Germany,Chip design and fabrication,2018,108,True
Denmark,Germany,Chip design and fabrication,2024,29,False
Denmark,Germany,Chip design and fabrication,2020,26,True
Denmark,Germany,Chip design and fabrication,2017,28,True
Denmark,Germany,Chip design and fabrication,2023,27,True
Finland,Germany,Chip design and fabrication,2020,25,True
Finland,Germany,Chip design and fabrication,2024,25,False
Finland,Germany,Chip design and fabrication,2023,30,True
Finland,Germany,Chip design and fabrication,2017,32,True
Finland,Germany,Chip design and fabrication,2015,25,True
Finland,Germany,Chip design and fabrication,2019,25,True
France,Germany,Chip design and fabrication,2019,129,True
France,Germany,Chip design and fabrication,2020,150,True
France,Germany,Chip design and fabrication,2024,118,False
France,Germany,Chip design and fabrication,2025,57,False
France,Germany,Chip design and fabrication,2023,122,True
France,Germany,Chip design and fabrication,2016,123,True
France,Germany,Chip design and fabrication,2018,125,True
France,Germany,Chip design and fabrication,2021,99,True
France,Germany,Chip design and fabrication,2017,116,True
France,Germany,Chip design and fabrication,2022,125,True
France,Germany,Chip design and fabrication,2015,109,True
Greece,Germany,Chip design and fabrication,2023,31,True
Greece,Germany,Chip design and fabrication,2024,34,False
India,Germany,Chip design and fabrication,2023,71,True
India,Germany,Chip design and fabrication,2022,47,True
India,Germany,Chip design and fabrication,2019,35,True
India,Germany,Chip design and fabrication,2018,29,True
India,Germany,Chip design and fabrication,2020,44,True
India,Germany,Chip design and fabrication,2016,34,True
India,Germany,Chip design and fabrication,2021,44,True
India,Germany,Chip design and fabrication,2024,71,False
India,Germany,Chip design and fabrication,2025,37,False
Israel,Germany,Chip design and fabrication,2017,25,True
Italy,Germany,Chip design and fabrication,2015,99,True
Italy,Germany,Chip design and fabrication,2017,107,True
Italy,Germany,Chip design and fabrication,2022,144,True
Italy,Germany,Chip design and fabrication,2018,121,True
Italy,Germany,Chip design and fabrication,2020,116,True
Italy,Germany,Chip design and fabrication,2023,147,True
Italy,Germany,Chip design and fabrication,2021,125,True
Italy,Germany,Chip design and fabrication,2025,75,False
Italy,Germany,Chip design and fabrication,2016,104,True
Italy,Germany,Chip design and fabrication,2024,133,False
Italy,Germany,Chip design and fabrication,2019,145,True
Japan,Germany,Chip design and fabrication,2022,65,True
Japan,Germany,Chip design and fabrication,2024,67,False
Japan,Germany,Chip design and fabrication,2021,50,True
Japan,Germany,Chip design and fabrication,2015,63,True
Japan,Germany,Chip design and fabrication,2020,82,True
Japan,Germany,Chip design and fabrication,2018,68,True
Japan,Germany,Chip design and fabrication,2019,67,True
Japan,Germany,Chip design and fabrication,2025,31,False
Japan,Germany,Chip design and fabrication,2016,65,True
Japan,Germany,Chip design and fabrication,2023,63,True
Japan,Germany,Chip design and fabrication,2017,51,True
Netherlands,Germany,Chip design and fabrication,2022,85,True
Netherlands,Germany,Chip design and fabrication,2016,59,True
Netherlands,Germany,Chip design and fabrication,2025,39,False
Netherlands,Germany,Chip design and fabrication,2015,49,True
Netherlands,Germany,Chip design and fabrication,2020,69,True
Netherlands,Germany,Chip design and fabrication,2024,96,False
Netherlands,Germany,Chip design and fabrication,2017,65,True
Netherlands,Germany,Chip design and fabrication,2018,63,True
Netherlands,Germany,Chip design and fabrication,2023,103,True
Netherlands,Germany,Chip design and fabrication,2019,78,True
Netherlands,Germany,Chip design and fabrication,2021,112,True
Poland,Germany,Chip design and fabrication,2019,40,True
Poland,Germany,Chip design and fabrication,2023,27,True
Poland,Germany,Chip design and fabrication,2016,38,True
Poland,Germany,Chip design and fabrication,2021,26,True
Poland,Germany,Chip design and fabrication,2018,36,True
Poland,Germany,Chip design and fabrication,2017,29,True
Poland,Germany,Chip design and fabrication,2020,43,True
Poland,Germany,Chip design and fabrication,2022,38,True
Poland,Germany,Chip design and fabrication,2015,28,True
Russia,Germany,Chip design and fabrication,2017,54,True
Russia,Germany,Chip design and fabrication,2015,47,True
Russia,Germany,Chip design and fabrication,2020,69,True
Russia,Germany,Chip design and fabrication,2021,43,True
Russia,Germany,Chip design and fabrication,2018,46,True
Russia,Germany,Chip design and fabrication,2016,39,True
Russia,Germany,Chip design and fabrication,2022,33,True
Russia,Germany,Chip design and fabrication,2019,55,True
Singapore,Germany,Chip design and fabrication,2023,31,True
Singapore,Germany,Chip design and fabrication,2024,32,False
Singapore,Germany,Chip design and fabrication,2016,28,True
Singapore,Germany,Chip design and fabrication,2020,29,True
Singapore,Germany,Chip design and fabrication,2018,25,True
South Korea,Germany,Chip design and fabrication,2022,33,True
South Korea,Germany,Chip design and fabrication,2018,25,True
South Korea,Germany,Chip design and fabrication,2016,28,True
South Korea,Germany,Chip design and fabrication,2019,41,True
South Korea,Germany,Chip design and fabrication,2021,32,True
South Korea,Germany,Chip design and fabrication,2017,35,True
South Korea,Germany,Chip design and fabrication,2023,35,True
South Korea,Germany,Chip design and fabrication,2020,32,True
South Korea,Germany,Chip design and fabrication,2024,27,False
Spain,Germany,Chip design and fabrication,2019,97,True
Spain,Germany,Chip design and fabrication,2017,62,True
Spain,Germany,Chip design and fabrication,2018,98,True
Spain,Germany,Chip design and fabrication,2015,62,True
Spain,Germany,Chip design and fabrication,2021,105,True
Spain,Germany,Chip design and fabrication,2020,93,True
Spain,Germany,Chip design and fabrication,2023,82,True
Spain,Germany,Chip design and fabrication,2016,67,True
Spain,Germany,Chip design and fabrication,2022,85,True
Spain,Germany,Chip design and fabrication,2025,39,False
Spain,Germany,Chip design and fabrication,2024,73,False
Sweden,Germany,Chip design and fabrication,2020,41,True
Sweden,Germany,Chip design and fabrication,2018,30,True
Sweden,Germany,Chip design and fabrication,2015,40,True
Sweden,Germany,Chip design and fabrication,2016,42,True
Sweden,Germany,Chip design and fabrication,2019,31,True
Sweden,Germany,Chip design and fabrication,2022,33,True
Sweden,Germany,Chip design and fabrication,2023,51,True
Sweden,Germany,Chip design and fabrication,2017,28,True
Sweden,Germany,Chip design and fabrication,2024,36,False
Sweden,Germany,Chip design and fabrication,2021,47,True
Switzerland,Germany,Chip design and fabrication,2025,38,False
Switzerland,Germany,Chip design and fabrication,2017,105,True
Switzerland,Germany,Chip design and fabrication,2019,94,True
Switzerland,Germany,Chip design and fabrication,2021,104,True
Switzerland,Germany,Chip design and fabrication,2020,97,True
Switzerland,Germany,Chip design and fabrication,2018,105,True
Switzerland,Germany,Chip design and fabrication,2015,100,True
Switzerland,Germany,Chip design and fabrication,2023,95,True
Switzerland,Germany,Chip design and fabrication,2016,126,True
Switzerland,Germany,Chip design and fabrication,2022,117,True
Switzerland,Germany,Chip design and fabrication,2024,94,False
Taiwan,Germany,Chip design and fabrication,2022,48,True
Taiwan,Germany,Chip design and fabrication,2021,56,True
Taiwan,Germany,Chip design and fabrication,2019,31,True
Taiwan,Germany,Chip design and fabrication,2017,28,True
Taiwan,Germany,Chip design and fabrication,2020,44,True
Taiwan,Germany,Chip design and fabrication,2018,34,True
Taiwan,Germany,Chip design and fabrication,2016,26,True
Taiwan,Germany,Chip design and fabrication,2023,33,True
Taiwan,Germany,Chip design and fabrication,2025,26,False
Taiwan,Germany,Chip design and fabrication,2024,44,False
United Kingdom,Germany,Chip design and fabrication,2016,124,True
United Kingdom,Germany,Chip design and fabrication,2025,61,False
United Kingdom,Germany,Chip design and fabrication,2018,118,True
United Kingdom,Germany,Chip design and fabrication,2019,135,True
United Kingdom,Germany,Chip design and fabrication,2021,125,True
United Kingdom,Germany,Chip design and fabrication,2022,130,True
United Kingdom,Germany,Chip design and fabrication,2015,109,True
United Kingdom,Germany,Chip design and fabrication,2020,117,True
United Kingdom,Germany,Chip design and fabrication,2017,121,True
United Kingdom,Germany,Chip design and fabrication,2023,127,True
United Kingdom,Germany,Chip design and fabrication,2024,99,False
United States,Germany,Chip design and fabrication,2024,251,False
United States,Germany,Chip design and fabrication,2020,287,True
United States,Germany,Chip design and fabrication,2019,285,True
United States,Germany,Chip design and fabrication,2022,256,True
United States,Germany,Chip design and fabrication,2017,277,True
United States,Germany,Chip design and fabrication,2015,264,True
United States,Germany,Chip design and fabrication,2021,260,True
United States,Germany,Chip design and fabrication,2016,256,True
United States,Germany,Chip design and fabrication,2025,144,False
United States,Germany,Chip design and fabrication,2023,282,True
United States,Germany,Chip design and fabrication,2018,268,True
France,Greece,Chip design and fabrication,2015,28,True
Germany,Greece,Chip design and fabrication,2024,34,False
Germany,Greece,Chip design and fabrication,2023,31,True
Spain,Greece,Chip design and fabrication,2021,28,True
United Kingdom,Greece,Chip design and fabrication,2020,26,True
United Kingdom,Greece,Chip design and fabrication,2022,37,True
United Kingdom,Greece,Chip design and fabrication,2023,25,True
United States,Greece,Chip design and fabrication,2021,25,True
United States,Greece,Chip design and fabrication,2019,25,True
United States,Greece,Chip design and fabrication,2015,27,True
United States,Greece,Chip design and fabrication,2020,31,True
United States,Greece,Chip design and fabrication,2018,25,True
Australia,India,Chip design and fabrication,2023,27,True
Australia,India,Chip design and fabrication,2022,30,True
Australia,India,Chip design and fabrication,2024,25,False
Australia,India,Chip design and fabrication,2021,26,True
Canada,India,Chip design and fabrication,2021,27,True
Canada,India,Chip design and fabrication,2022,30,True
Canada,India,Chip design and fabrication,2023,27,True
Canada,India,Chip design and fabrication,2024,31,False
China,India,Chip design and fabrication,2022,52,True
China,India,Chip design and fabrication,2020,45,True
China,India,Chip design and fabrication,2021,62,True
China,India,Chip design and fabrication,2025,25,False
China,India,Chip design and fabrication,2023,43,True
China,India,Chip design and fabrication,2018,26,True
China,India,Chip design and fabrication,2019,46,True
China,India,Chip design and fabrication,2024,54,False
France,India,Chip design and fabrication,2020,38,True
France,India,Chip design and fabrication,2022,36,True
France,India,Chip design and fabrication,2021,30,True
France,India,Chip design and fabrication,2024,27,False
Germany,India,Chip design and fabrication,2019,35,True
Germany,India,Chip design and fabrication,2023,71,True
Germany,India,Chip design and fabrication,2020,44,True
Germany,India,Chip design and fabrication,2022,47,True
Germany,India,Chip design and fabrication,2024,71,False
Germany,India,Chip design and fabrication,2025,37,False
Germany,India,Chip design and fabrication,2021,44,True
Germany,India,Chip design and fabrication,2016,34,True
Germany,India,Chip design and fabrication,2018,29,True
Iraq,India,Chip design and fabrication,2024,41,False
Italy,India,Chip design and fabrication,2024,35,False
Italy,India,Chip design and fabrication,2023,28,True
Italy,India,Chip design and fabrication,2021,26,True
Japan,India,Chip design and fabrication,2016,35,True
Japan,India,Chip design and fabrication,2024,44,False
Japan,India,Chip design and fabrication,2022,39,True
Japan,India,Chip design and fabrication,2025,26,False
Japan,India,Chip design and fabrication,2021,31,True
Japan,India,Chip design and fabrication,2020,29,True
Malaysia,India,Chip design and fabrication,2020,25,True
Malaysia,India,Chip design and fabrication,2023,28,True
Malaysia,India,Chip design and fabrication,2021,34,True
Malaysia,India,Chip design and fabrication,2024,25,False
Saudi Arabia,India,Chip design and fabrication,2023,60,True
Saudi Arabia,India,Chip design and fabrication,2021,47,True
Saudi Arabia,India,Chip design and fabrication,2025,53,False
Saudi Arabia,India,Chip design and fabrication,2024,69,False
Saudi Arabia,India,Chip design and fabrication,2022,49,True
Saudi Arabia,India,Chip design and fabrication,2020,29,True
Singapore,India,Chip design and fabrication,2023,38,True
Singapore,India,Chip design and fabrication,2020,35,True
Singapore,India,Chip design and fabrication,2024,41,False
Singapore,India,Chip design and fabrication,2019,38,True
South Korea,India,Chip design and fabrication,2023,52,True
South Korea,India,Chip design and fabrication,2019,31,True
South Korea,India,Chip design and fabrication,2025,28,False
South Korea,India,Chip design and fabrication,2022,39,True
South Korea,India,Chip design and fabrication,2021,39,True
South Korea,India,Chip design and fabrication,2024,50,False
South Korea,India,Chip design and fabrication,2020,34,True
Taiwan,India,Chip design and fabrication,2024,59,False
Taiwan,India,Chip design and fabrication,2021,35,True
Taiwan,India,Chip design and fabrication,2025,35,False
Taiwan,India,Chip design and fabrication,2020,27,True
Taiwan,India,Chip design and fabrication,2023,46,True
Taiwan,India,Chip design and fabrication,2022,34,True
United Kingdom,India,Chip design and fabrication,2016,25,True
United Kingdom,India,Chip design and fabrication,2023,56,True
United Kingdom,India,Chip design and fabrication,2024,89,False
United Kingdom,India,Chip design and fabrication,2020,54,True
United Kingdom,India,Chip design and fabrication,2015,29,True
United Kingdom,India,Chip design and fabrication,2021,61,True
United Kingdom,India,Chip design and fabrication,2022,54,True
United Kingdom,India,Chip design and fabrication,2018,47,True
United Kingdom,India,Chip design and fabrication,2019,42,True
United Kingdom,India,Chip design and fabrication,2017,27,True
United Kingdom,India,Chip design and fabrication,2025,48,False
United States,India,Chip design and fabrication,2024,223,False
United States,India,Chip design and fabrication,2015,116,True
United States,India,Chip design and fabrication,2025,135,False
United States,India,Chip design and fabrication,2023,223,True
United States,India,Chip design and fabrication,2021,170,True
United States,India,Chip design and fabrication,2016,127,True
United States,India,Chip design and fabrication,2022,201,True
United States,India,Chip design and fabrication,2019,161,True
United States,India,Chip design and fabrication,2018,143,True
United States,India,Chip design and fabrication,2017,120,True
United States,India,Chip design and fabrication,2020,174,True
Canada,Iran,Chip design and fabrication,2024,32,False
Canada,Iran,Chip design and fabrication,2017,27,True
Canada,Iran,Chip design and fabrication,2018,25,True
Canada,Iran,Chip design and fabrication,2021,34,True
Canada,Iran,Chip design and fabrication,2019,29,True
Canada,Iran,Chip design and fabrication,2022,29,True
Canada,Iran,Chip design and fabrication,2015,30,True
Canada,Iran,Chip design and fabrication,2023,25,True
Canada,Iran,Chip design and fabrication,2020,51,True
United States,Iran,Chip design and fabrication,2016,36,True
United States,Iran,Chip design and fabrication,2024,25,False
United States,Iran,Chip design and fabrication,2022,31,True
United States,Iran,Chip design and fabrication,2021,37,True
United States,Iran,Chip design and fabrication,2018,58,True
United States,Iran,Chip design and fabrication,2017,47,True
United States,Iran,Chip design and fabrication,2020,48,True
United States,Iran,Chip design and fabrication,2019,44,True
United States,Iran,Chip design and fabrication,2015,36,True
India,Iraq,Chip design and fabrication,2024,41,False
China,Ireland,Chip design and fabrication,2024,29,False
China,Ireland,Chip design and fabrication,2019,29,True
China,Ireland,Chip design and fabrication,2022,26,True
China,Ireland,Chip design and fabrication,2020,32,True
China,Ireland,Chip design and fabrication,2023,27,True
China,Ireland,Chip design and fabrication,2021,29,True
United Kingdom,Ireland,Chip design and fabrication,2016,36,True
United Kingdom,Ireland,Chip design and fabrication,2017,36,True
United Kingdom,Ireland,Chip design and fabrication,2020,26,True
United States,Ireland,Chip design and fabrication,2021,34,True
United States,Ireland,Chip design and fabrication,2016,32,True
United States,Ireland,Chip design and fabrication,2023,25,True
United States,Ireland,Chip design and fabrication,2020,36,True
United States,Ireland,Chip design and fabrication,2019,26,True
United States,Ireland,Chip design and fabrication,2017,35,True
United States,Ireland,Chip design and fabrication,2022,38,True
United States,Ireland,Chip design and fabrication,2018,38,True
Germany,Israel,Chip design and fabrication,2017,25,True
United States,Israel,Chip design and fabrication,2023,41,True
United States,Israel,Chip design and fabrication,2021,50,True
United States,Israel,Chip design and fabrication,2016,43,True
United States,Israel,Chip design and fabrication,2024,55,False
United States,Israel,Chip design and fabrication,2015,63,True
United States,Israel,Chip design and fabrication,2018,51,True
United States,Israel,Chip design and fabrication,2017,47,True
United States,Israel,Chip design and fabrication,2022,46,True
United States,Israel,Chip design and fabrication,2020,49,True
United States,Israel,Chip design and fabrication,2019,50,True
Austria,Italy,Chip design and fabrication,2021,40,True
Austria,Italy,Chip design and fabrication,2018,36,True
Austria,Italy,Chip design and fabrication,2023,46,True
Austria,Italy,Chip design and fabrication,2019,36,True
Austria,Italy,Chip design and fabrication,2024,43,False
Austria,Italy,Chip design and fabrication,2022,42,True
Austria,Italy,Chip design and fabrication,2020,40,True
Belgium,Italy,Chip design and fabrication,2019,36,True
Belgium,Italy,Chip design and fabrication,2020,40,True
Belgium,Italy,Chip design and fabrication,2018,39,True
Belgium,Italy,Chip design and fabrication,2016,41,True
Belgium,Italy,Chip design and fabrication,2021,43,True
Belgium,Italy,Chip design and fabrication,2024,29,False
Belgium,Italy,Chip design and fabrication,2017,48,True
Belgium,Italy,Chip design and fabrication,2022,37,True
Belgium,Italy,Chip design and fabrication,2015,38,True
Belgium,Italy,Chip design and fabrication,2023,38,True
Canada,Italy,Chip design and fabrication,2019,27,True
China,Italy,Chip design and fabrication,2023,70,True
China,Italy,Chip design and fabrication,2020,40,True
China,Italy,Chip design and fabrication,2019,61,True
China,Italy,Chip design and fabrication,2016,48,True
China,Italy,Chip design and fabrication,2018,49,True
China,Italy,Chip design and fabrication,2024,74,False
China,Italy,Chip design and fabrication,2022,54,True
China,Italy,Chip design and fabrication,2025,58,False
China,Italy,Chip design and fabrication,2021,57,True
China,Italy,Chip design and fabrication,2017,36,True
France,Italy,Chip design and fabrication,2024,89,False
France,Italy,Chip design and fabrication,2025,54,False
France,Italy,Chip design and fabrication,2019,115,True
France,Italy,Chip design and fabrication,2017,98,True
France,Italy,Chip design and fabrication,2020,104,True
France,Italy,Chip design and fabrication,2022,105,True
France,Italy,Chip design and fabrication,2015,87,True
France,Italy,Chip design and fabrication,2016,123,True
France,Italy,Chip design and fabrication,2023,106,True
France,Italy,Chip design and fabrication,2021,112,True
France,Italy,Chip design and fabrication,2018,111,True
Germany,Italy,Chip design and fabrication,2015,99,True
Germany,Italy,Chip design and fabrication,2022,144,True
Germany,Italy,Chip design and fabrication,2019,145,True
Germany,Italy,Chip design and fabrication,2017,107,True
Germany,Italy,Chip design and fabrication,2021,125,True
Germany,Italy,Chip design and fabrication,2025,75,False
Germany,Italy,Chip design and fabrication,2018,121,True
Germany,Italy,Chip design and fabrication,2016,104,True
Germany,Italy,Chip design and fabrication,2024,133,False
Germany,Italy,Chip design and fabrication,2020,116,True
Germany,Italy,Chip design and fabrication,2023,147,True
India,Italy,Chip design and fabrication,2024,35,False
India,Italy,Chip design and fabrication,2021,26,True
India,Italy,Chip design and fabrication,2023,28,True
Japan,Italy,Chip design and fabrication,2019,26,True
Japan,Italy,Chip design and fabrication,2020,34,True
