country,field,year,num_patent_applications,num_patent_granted,complete,pillar,is_group
France,Business,2017,9,6.0,True,patents,False
France,Business,2018,17,13.0,True,patents,False
France,Business,2019,14,11.0,False,patents,False
France,Business,2020,16,11.0,False,patents,False
France,Business,2021,15,7.0,False,patents,False
France,Business,2022,15,2.0,False,patents,False
France,Business,2023,5,,False,patents,False
France,Energy Management,2015,4,3.0,True,patents,False
France,Energy Management,2016,3,3.0,True,patents,False
France,Energy Management,2017,5,5.0,True,patents,False
France,Energy Management,2018,5,5.0,True,patents,False
France,Energy Management,2019,6,5.0,False,patents,False
France,Energy Management,2020,19,18.0,False,patents,False
France,Energy Management,2021,14,6.0,False,patents,False
France,Energy Management,2022,15,12.0,False,patents,False
France,Energy Management,2023,0,,False,patents,False
France,Industry and Manufacturing,2015,1,1.0,True,patents,False
France,Industry and Manufacturing,2016,2,2.0,True,patents,False
France,Industry and Manufacturing,2017,2,1.0,True,patents,False
France,Industry and Manufacturing,2018,8,8.0,True,patents,False
France,Industry and Manufacturing,2019,8,8.0,False,patents,False
France,Industry and Manufacturing,2020,14,12.0,False,patents,False
France,Industry and Manufacturing,2021,10,3.0,False,patents,False
France,Industry and Manufacturing,2022,9,4.0,False,patents,False
France,Industry and Manufacturing,2023,1,,False,patents,False
France,Life Sciences,2015,7,7.0,True,patents,False
France,Life Sciences,2016,15,11.0,True,patents,False
France,Life Sciences,2017,21,18.0,True,patents,False
France,Life Sciences,2018,30,23.0,True,patents,False
France,Life Sciences,2019,21,18.0,False,patents,False
France,Life Sciences,2020,31,23.0,False,patents,False
France,Life Sciences,2021,48,30.0,False,patents,False
France,Life Sciences,2022,32,7.0,False,patents,False
France,Life Sciences,2023,2,,False,patents,False
France,Personal Devices and Computing,2015,10,10.0,True,patents,False
France,Personal Devices and Computing,2016,25,22.0,True,patents,False
France,Personal Devices and Computing,2017,41,37.0,True,patents,False
France,Personal Devices and Computing,2018,80,68.0,True,patents,False
France,Personal Devices and Computing,2019,86,74.0,False,patents,False
France,Personal Devices and Computing,2020,88,66.0,False,patents,False
France,Personal Devices and Computing,2021,61,34.0,False,patents,False
France,Personal Devices and Computing,2022,68,21.0,False,patents,False
France,Personal Devices and Computing,2023,3,,False,patents,False
France,Physical Sciences and Engineering,2015,4,3.0,True,patents,False
France,Physical Sciences and Engineering,2016,3,3.0,True,patents,False
France,Physical Sciences and Engineering,2017,4,4.0,True,patents,False
France,Physical Sciences and Engineering,2018,9,8.0,True,patents,False
France,Physical Sciences and Engineering,2019,4,3.0,False,patents,False
France,Physical Sciences and Engineering,2020,13,13.0,False,patents,False
France,Physical Sciences and Engineering,2021,8,5.0,False,patents,False
France,Physical Sciences and Engineering,2022,8,5.0,False,patents,False
France,Physical Sciences and Engineering,2023,0,,False,patents,False
France,Security,2015,2,2.0,True,patents,False
France,Security,2016,6,6.0,True,patents,False
France,Security,2017,4,4.0,True,patents,False
France,Security,2018,14,11.0,True,patents,False
France,Security,2019,21,18.0,False,patents,False
France,Security,2020,20,16.0,False,patents,False
France,Security,2021,10,9.0,False,patents,False
France,Security,2022,18,7.0,False,patents,False
France,Security,2023,0,,False,patents,False
France,Telecommunications,2015,2,2.0,True,patents,False
France,Telecommunications,2016,12,11.0,True,patents,False
France,Telecommunications,2017,19,15.0,True,patents,False
France,Telecommunications,2018,27,20.0,True,patents,False
France,Telecommunications,2019,49,41.0,False,patents,False
France,Telecommunications,2020,50,36.0,False,patents,False
France,Telecommunications,2021,35,21.0,False,patents,False
France,Telecommunications,2022,48,21.0,False,patents,False
France,Telecommunications,2023,0,,False,patents,False
France,Transportation,2015,6,6.0,True,patents,False
France,Transportation,2016,17,13.0,True,patents,False
France,Transportation,2017,13,12.0,True,patents,False
France,Transportation,2018,36,30.0,True,patents,False
France,Transportation,2019,35,31.0,False,patents,False
France,Transportation,2020,41,33.0,False,patents,False
France,Transportation,2021,55,29.0,False,patents,False
France,Transportation,2022,42,21.0,False,patents,False
France,Transportation,2023,2,,False,patents,False
Germany,Agriculture,2015,1,1.0,True,patents,False
Germany,Agriculture,2016,1,0.0,True,patents,False
Germany,Agriculture,2017,5,3.0,True,patents,False
Germany,Agriculture,2018,5,3.0,True,patents,False
Germany,Agriculture,2019,15,9.0,False,patents,False
Germany,Agriculture,2020,10,4.0,False,patents,False
Germany,Agriculture,2021,13,7.0,False,patents,False
Germany,Agriculture,2022,13,5.0,False,patents,False
Germany,Agriculture,2023,2,1.0,False,patents,False
Germany,Agriculture,2024,1,1.0,False,patents,False
Germany,All,2015,122,98.0,True,patents,False
Germany,All,2016,238,194.0,True,patents,False
Germany,All,2017,410,310.0,True,patents,False
Germany,All,2018,643,447.0,True,patents,False
Germany,All,2019,865,503.0,False,patents,False
Germany,All,2020,1038,497.0,False,patents,False
Germany,All,2021,994,338.0,False,patents,False
Germany,All,2022,1180,291.0,False,patents,False
Germany,All,2023,153,80.0,False,patents,False
Germany,All,2024,32,29.0,False,patents,False
Germany,Banking and Finance,2015,3,2.0,True,patents,False
Germany,Banking and Finance,2016,14,13.0,True,patents,False
Germany,Banking and Finance,2017,16,11.0,True,patents,False
Germany,Banking and Finance,2018,28,18.0,True,patents,False
Germany,Banking and Finance,2019,22,14.0,False,patents,False
Germany,Banking and Finance,2020,20,13.0,False,patents,False
Germany,Banking and Finance,2021,30,16.0,False,patents,False
Germany,Banking and Finance,2022,17,4.0,False,patents,False
Germany,Banking and Finance,2023,7,4.0,False,patents,False
Germany,Banking and Finance,2024,0,0.0,False,patents,False
Germany,Business,2015,11,8.0,True,patents,False
Germany,Business,2016,23,17.0,True,patents,False
Germany,Business,2017,24,20.0,True,patents,False
Germany,Business,2018,39,31.0,True,patents,False
Germany,Business,2019,37,21.0,False,patents,False
Germany,Business,2020,44,19.0,False,patents,False
Germany,Business,2021,36,10.0,False,patents,False
Germany,Business,2022,53,17.0,False,patents,False
Germany,Business,2023,10,9.0,False,patents,False
Germany,Business,2024,5,5.0,False,patents,False
Germany,Energy Management,2015,4,4.0,True,patents,False
Germany,Energy Management,2016,21,12.0,True,patents,False
Germany,Energy Management,2017,19,15.0,True,patents,False
Germany,Energy Management,2018,22,13.0,True,patents,False
Germany,Energy Management,2019,45,22.0,False,patents,False
Germany,Energy Management,2020,77,19.0,False,patents,False
Germany,Energy Management,2021,62,19.0,False,patents,False
Germany,Energy Management,2022,90,16.0,False,patents,False
Germany,Energy Management,2023,20,7.0,False,patents,False
Germany,Energy Management,2024,1,0.0,False,patents,False
Germany,Industry and Manufacturing,2015,11,10.0,True,patents,False
Germany,Industry and Manufacturing,2016,20,13.0,True,patents,False
Germany,Industry and Manufacturing,2017,43,37.0,True,patents,False
Germany,Industry and Manufacturing,2018,59,46.0,True,patents,False
Germany,Industry and Manufacturing,2019,73,44.0,False,patents,False
Germany,Industry and Manufacturing,2020,112,76.0,False,patents,False
Germany,Industry and Manufacturing,2021,95,45.0,False,patents,False
Germany,Industry and Manufacturing,2022,83,29.0,False,patents,False
Germany,Industry and Manufacturing,2023,7,3.0,False,patents,False
Germany,Industry and Manufacturing,2024,2,2.0,False,patents,False
Germany,Life Sciences,2015,27,19.0,True,patents,False
Germany,Life Sciences,2016,39,31.0,True,patents,False
Germany,Life Sciences,2017,46,30.0,True,patents,False
Germany,Life Sciences,2018,58,41.0,True,patents,False
Germany,Life Sciences,2019,93,71.0,False,patents,False
Germany,Life Sciences,2020,119,62.0,False,patents,False
Germany,Life Sciences,2021,93,42.0,False,patents,False
Germany,Life Sciences,2022,120,48.0,False,patents,False
Germany,Life Sciences,2023,17,12.0,False,patents,False
Germany,Life Sciences,2024,9,9.0,False,patents,False
Germany,Personal Devices and Computing,2015,30,18.0,True,patents,False
Germany,Personal Devices and Computing,2016,73,60.0,True,patents,False
Germany,Personal Devices and Computing,2017,128,103.0,True,patents,False
Germany,Personal Devices and Computing,2018,221,165.0,True,patents,False
Germany,Personal Devices and Computing,2019,296,173.0,False,patents,False
Germany,Personal Devices and Computing,2020,359,184.0,False,patents,False
Germany,Personal Devices and Computing,2021,249,80.0,False,patents,False
Germany,Personal Devices and Computing,2022,264,64.0,False,patents,False
Germany,Personal Devices and Computing,2023,45,28.0,False,patents,False
Germany,Personal Devices and Computing,2024,10,10.0,False,patents,False
Germany,Physical Sciences and Engineering,2015,1,1.0,True,patents,False
Germany,Physical Sciences and Engineering,2016,8,7.0,True,patents,False
Germany,Physical Sciences and Engineering,2017,16,13.0,True,patents,False
Germany,Physical Sciences and Engineering,2018,23,16.0,True,patents,False
Germany,Physical Sciences and Engineering,2019,41,18.0,False,patents,False
Germany,Physical Sciences and Engineering,2020,33,15.0,False,patents,False
Germany,Physical Sciences and Engineering,2021,51,17.0,False,patents,False
Germany,Physical Sciences and Engineering,2022,62,16.0,False,patents,False
Germany,Physical Sciences and Engineering,2023,11,8.0,False,patents,False
Germany,Physical Sciences and Engineering,2024,1,1.0,False,patents,False
Germany,Security,2015,1,1.0,True,patents,False
Germany,Security,2016,11,11.0,True,patents,False
Germany,Security,2017,14,13.0,True,patents,False
Germany,Security,2018,30,22.0,True,patents,False
Germany,Security,2019,30,15.0,False,patents,False
Germany,Security,2020,32,20.0,False,patents,False
Germany,Security,2021,40,13.0,False,patents,False
Germany,Security,2022,34,11.0,False,patents,False
Germany,Security,2023,12,9.0,False,patents,False
Germany,Security,2024,2,2.0,False,patents,False
Germany,Telecommunications,2015,18,17.0,True,patents,False
Germany,Telecommunications,2016,31,26.0,True,patents,False
Germany,Telecommunications,2017,71,60.0,True,patents,False
Germany,Telecommunications,2018,102,75.0,True,patents,False
Germany,Telecommunications,2019,112,73.0,False,patents,False
Germany,Telecommunications,2020,126,77.0,False,patents,False
Germany,Telecommunications,2021,121,45.0,False,patents,False
Germany,Telecommunications,2022,128,43.0,False,patents,False
Germany,Telecommunications,2023,13,6.0,False,patents,False
Germany,Telecommunications,2024,1,1.0,False,patents,False
Germany,Transportation,2015,60,51.0,True,patents,False
Germany,Transportation,2016,105,93.0,True,patents,False
Germany,Transportation,2017,167,138.0,True,patents,False
Germany,Transportation,2018,214,164.0,True,patents,False
Germany,Transportation,2019,199,137.0,False,patents,False
Germany,Transportation,2020,190,101.0,False,patents,False
Germany,Transportation,2021,187,79.0,False,patents,False
Germany,Transportation,2022,189,51.0,False,patents,False
Germany,Transportation,2023,29,11.0,False,patents,False
Germany,Transportation,2024,4,3.0,False,patents,False
Greece,Agriculture,2015,0,0.0,True,patents,False
Greece,Agriculture,2016,0,0.0,True,patents,False
Greece,Agriculture,2017,0,0.0,True,patents,False
Greece,Agriculture,2018,0,0.0,True,patents,False
Greece,Agriculture,2019,0,0.0,False,patents,False
Greece,Agriculture,2020,1,1.0,False,patents,False
Greece,Agriculture,2021,1,1.0,False,patents,False
Greece,Agriculture,2022,2,2.0,False,patents,False
Greece,Agriculture,2023,0,0.0,False,patents,False
Greece,All,2015,2,2.0,True,patents,False
Greece,All,2016,4,3.0,True,patents,False
Greece,All,2017,14,10.0,True,patents,False
Greece,All,2018,9,5.0,True,patents,False
Greece,All,2019,3,3.0,False,patents,False
Greece,All,2020,5,3.0,False,patents,False
Greece,All,2021,8,6.0,False,patents,False
Greece,All,2022,12,12.0,False,patents,False
Greece,All,2023,6,6.0,False,patents,False
Greece,Banking and Finance,2015,0,0.0,True,patents,False
Greece,Banking and Finance,2016,0,0.0,True,patents,False
Greece,Banking and Finance,2017,0,0.0,True,patents,False
Greece,Banking and Finance,2018,0,0.0,True,patents,False
Greece,Banking and Finance,2019,0,0.0,False,patents,False
Greece,Banking and Finance,2020,0,0.0,False,patents,False
Greece,Banking and Finance,2021,0,0.0,False,patents,False
Greece,Banking and Finance,2022,0,0.0,False,patents,False
Greece,Banking and Finance,2023,0,0.0,False,patents,False
Greece,Business,2015,0,0.0,True,patents,False
Greece,Business,2016,1,1.0,True,patents,False
Greece,Business,2017,1,1.0,True,patents,False
Greece,Business,2018,1,0.0,True,patents,False
Greece,Business,2019,0,0.0,False,patents,False
Greece,Business,2020,0,0.0,False,patents,False
Greece,Business,2021,2,1.0,False,patents,False
Greece,Business,2022,3,3.0,False,patents,False
Greece,Business,2023,0,0.0,False,patents,False
Greece,Energy Management,2015,1,1.0,True,patents,False
Greece,Energy Management,2016,0,0.0,True,patents,False
Greece,Energy Management,2017,0,0.0,True,patents,False
Greece,Energy Management,2018,1,0.0,True,patents,False
Greece,Energy Management,2019,1,1.0,False,patents,False
Greece,Energy Management,2020,1,1.0,False,patents,False
Greece,Energy Management,2021,1,1.0,False,patents,False
Greece,Energy Management,2022,0,0.0,False,patents,False
Greece,Energy Management,2023,0,0.0,False,patents,False
Greece,Industry and Manufacturing,2015,1,1.0,True,patents,False
Greece,Industry and Manufacturing,2016,0,0.0,True,patents,False
Greece,Industry and Manufacturing,2017,2,1.0,True,patents,False
Greece,Industry and Manufacturing,2018,1,1.0,True,patents,False
Greece,Industry and Manufacturing,2019,0,0.0,False,patents,False
Greece,Industry and Manufacturing,2020,0,0.0,False,patents,False
Greece,Industry and Manufacturing,2021,1,1.0,False,patents,False
Greece,Industry and Manufacturing,2022,0,0.0,False,patents,False
Greece,Industry and Manufacturing,2023,0,0.0,False,patents,False
Greece,Life Sciences,2015,0,0.0,True,patents,False
Greece,Life Sciences,2016,0,0.0,True,patents,False
Greece,Life Sciences,2017,1,0.0,True,patents,False
Greece,Life Sciences,2018,2,1.0,True,patents,False
Greece,Life Sciences,2019,0,0.0,False,patents,False
Greece,Life Sciences,2020,0,0.0,False,patents,False
Greece,Life Sciences,2021,1,0.0,False,patents,False
Greece,Life Sciences,2022,4,4.0,False,patents,False
Greece,Life Sciences,2023,4,4.0,False,patents,False
Greece,Personal Devices and Computing,2015,1,1.0,True,patents,False
Greece,Personal Devices and Computing,2016,3,2.0,True,patents,False
Greece,Personal Devices and Computing,2017,6,5.0,True,patents,False
Greece,Personal Devices and Computing,2018,6,4.0,True,patents,False
Greece,Personal Devices and Computing,2019,1,1.0,False,patents,False
Greece,Personal Devices and Computing,2020,1,1.0,False,patents,False
Greece,Personal Devices and Computing,2021,4,2.0,False,patents,False
Greece,Personal Devices and Computing,2022,6,6.0,False,patents,False
Greece,Personal Devices and Computing,2023,3,3.0,False,patents,False
Greece,Physical Sciences and Engineering,2015,0,0.0,True,patents,False
Greece,Physical Sciences and Engineering,2016,0,0.0,True,patents,False
Greece,Physical Sciences and Engineering,2017,0,0.0,True,patents,False
Greece,Physical Sciences and Engineering,2018,1,0.0,True,patents,False
Greece,Physical Sciences and Engineering,2019,1,1.0,False,patents,False
Greece,Physical Sciences and Engineering,2020,1,0.0,False,patents,False
Greece,Physical Sciences and Engineering,2021,2,2.0,False,patents,False
Greece,Physical Sciences and Engineering,2022,0,0.0,False,patents,False
Greece,Physical Sciences and Engineering,2023,0,0.0,False,patents,False
Greece,Security,2015,0,0.0,True,patents,False
Greece,Security,2016,0,0.0,True,patents,False
Greece,Security,2017,1,0.0,True,patents,False
Greece,Security,2018,0,0.0,True,patents,False
Greece,Security,2019,0,0.0,False,patents,False
Greece,Security,2020,0,0.0,False,patents,False
Greece,Security,2021,0,0.0,False,patents,False
Greece,Security,2022,1,1.0,False,patents,False
Greece,Security,2023,1,1.0,False,patents,False
Greece,Telecommunications,2015,0,0.0,True,patents,False
Greece,Telecommunications,2016,0,0.0,True,patents,False
Greece,Telecommunications,2017,0,0.0,True,patents,False
Greece,Telecommunications,2018,0,0.0,True,patents,False
Greece,Telecommunications,2019,0,0.0,False,patents,False
Greece,Telecommunications,2020,1,0.0,False,patents,False
Greece,Telecommunications,2021,2,2.0,False,patents,False
Greece,Telecommunications,2022,1,1.0,False,patents,False
Greece,Telecommunications,2023,2,2.0,False,patents,False
Greece,Transportation,2015,0,0.0,True,patents,False
Greece,Transportation,2016,0,0.0,True,patents,False
Greece,Transportation,2017,0,0.0,True,patents,False
Greece,Transportation,2018,0,0.0,True,patents,False
Greece,Transportation,2019,0,0.0,False,patents,False
Greece,Transportation,2020,0,0.0,False,patents,False
Greece,Transportation,2021,0,0.0,False,patents,False
Greece,Transportation,2022,1,1.0,False,patents,False
Greece,Transportation,2023,0,0.0,False,patents,False
Hungary,Agriculture,2015,0,0.0,True,patents,False
Hungary,Agriculture,2016,0,0.0,True,patents,False
Hungary,Agriculture,2017,1,1.0,True,patents,False
Hungary,Agriculture,2018,1,1.0,True,patents,False
Hungary,Agriculture,2019,0,0.0,False,patents,False
Hungary,Agriculture,2020,0,0.0,False,patents,False
Hungary,Agriculture,2021,0,0.0,False,patents,False
Hungary,Agriculture,2022,0,0.0,False,patents,False
Hungary,Agriculture,2023,0,,False,patents,False
Hungary,All,2015,9,8.0,True,patents,False
Hungary,All,2016,7,7.0,True,patents,False
Hungary,All,2017,10,6.0,True,patents,False
Hungary,All,2018,6,5.0,True,patents,False
Hungary,All,2019,8,7.0,False,patents,False
Hungary,All,2020,7,6.0,False,patents,False
Hungary,All,2021,6,6.0,False,patents,False
Hungary,All,2022,10,6.0,False,patents,False
Hungary,All,2023,1,,False,patents,False
Hungary,Banking and Finance,2015,0,0.0,True,patents,False
Hungary,Banking and Finance,2016,2,2.0,True,patents,False
Hungary,Banking and Finance,2017,0,0.0,True,patents,False
Hungary,Banking and Finance,2018,0,0.0,True,patents,False
Hungary,Banking and Finance,2019,0,0.0,False,patents,False
Hungary,Banking and Finance,2020,2,2.0,False,patents,False
Hungary,Banking and Finance,2021,0,0.0,False,patents,False
Hungary,Banking and Finance,2022,0,0.0,False,patents,False
Hungary,Banking and Finance,2023,1,,False,patents,False
Hungary,Business,2015,0,0.0,True,patents,False
Hungary,Business,2016,2,2.0,True,patents,False
Hungary,Business,2017,2,2.0,True,patents,False
Hungary,Business,2018,1,1.0,True,patents,False
Hungary,Business,2019,0,0.0,False,patents,False
Hungary,Business,2020,2,2.0,False,patents,False
Hungary,Business,2021,0,0.0,False,patents,False
Hungary,Business,2022,0,0.0,False,patents,False
Hungary,Business,2023,1,,False,patents,False
Hungary,Energy Management,2015,0,0.0,True,patents,False
Hungary,Energy Management,2016,0,0.0,True,patents,False
Hungary,Energy Management,2017,0,0.0,True,patents,False
Hungary,Energy Management,2018,0,0.0,True,patents,False
Hungary,Energy Management,2019,2,2.0,False,patents,False
Hungary,Energy Management,2020,2,2.0,False,patents,False
Hungary,Energy Management,2021,1,1.0,False,patents,False
Hungary,Energy Management,2022,0,0.0,False,patents,False
Hungary,Energy Management,2023,0,,False,patents,False
Hungary,Industry and Manufacturing,2015,0,0.0,True,patents,False
Hungary,Industry and Manufacturing,2016,3,3.0,True,patents,False
Hungary,Industry and Manufacturing,2017,0,0.0,True,patents,False
Hungary,Industry and Manufacturing,2018,1,1.0,True,patents,False
Hungary,Industry and Manufacturing,2019,0,0.0,False,patents,False
Hungary,Industry and Manufacturing,2020,1,1.0,False,patents,False
Hungary,Industry and Manufacturing,2021,2,2.0,False,patents,False
Hungary,Industry and Manufacturing,2022,1,1.0,False,patents,False
Hungary,Industry and Manufacturing,2023,0,,False,patents,False
Hungary,Life Sciences,2015,7,6.0,True,patents,False
Hungary,Life Sciences,2016,0,0.0,True,patents,False
Hungary,Life Sciences,2017,2,2.0,True,patents,False
Hungary,Life Sciences,2018,3,2.0,True,patents,False
Hungary,Life Sciences,2019,2,2.0,False,patents,False
Hungary,Life Sciences,2020,3,2.0,False,patents,False
Hungary,Life Sciences,2021,1,1.0,False,patents,False
Hungary,Life Sciences,2022,4,2.0,False,patents,False
Hungary,Life Sciences,2023,0,,False,patents,False
Hungary,Personal Devices and Computing,2015,3,3.0,True,patents,False
Hungary,Personal Devices and Computing,2016,3,3.0,True,patents,False
Hungary,Personal Devices and Computing,2017,6,2.0,True,patents,False
Hungary,Personal Devices and Computing,2018,1,1.0,True,patents,False
Hungary,Personal Devices and Computing,2019,4,3.0,False,patents,False
Hungary,Personal Devices and Computing,2020,1,1.0,False,patents,False
Hungary,Personal Devices and Computing,2021,1,1.0,False,patents,False
Hungary,Personal Devices and Computing,2022,5,3.0,False,patents,False
Hungary,Personal Devices and Computing,2023,0,,False,patents,False
Hungary,Physical Sciences and Engineering,2015,0,0.0,True,patents,False
Hungary,Physical Sciences and Engineering,2016,2,2.0,True,patents,False
Hungary,Physical Sciences and Engineering,2017,1,1.0,True,patents,False
Hungary,Physical Sciences and Engineering,2018,1,0.0,True,patents,False
Hungary,Physical Sciences and Engineering,2019,1,1.0,False,patents,False
Hungary,Physical Sciences and Engineering,2020,0,0.0,False,patents,False
Hungary,Physical Sciences and Engineering,2021,0,0.0,False,patents,False
Hungary,Physical Sciences and Engineering,2022,0,0.0,False,patents,False
Hungary,Physical Sciences and Engineering,2023,0,,False,patents,False
Hungary,Security,2015,0,0.0,True,patents,False
Hungary,Security,2016,0,0.0,True,patents,False
Hungary,Security,2017,0,0.0,True,patents,False
Hungary,Security,2018,0,0.0,True,patents,False
Hungary,Security,2019,1,1.0,False,patents,False
Hungary,Security,2020,1,1.0,False,patents,False
Hungary,Security,2021,0,0.0,False,patents,False
Hungary,Security,2022,2,1.0,False,patents,False
Hungary,Security,2023,0,,False,patents,False
Hungary,Telecommunications,2015,0,0.0,True,patents,False
Hungary,Telecommunications,2016,2,2.0,True,patents,False
Hungary,Telecommunications,2017,5,3.0,True,patents,False
Hungary,Telecommunications,2018,1,1.0,True,patents,False
Hungary,Telecommunications,2019,1,1.0,False,patents,False
Hungary,Telecommunications,2020,1,1.0,False,patents,False
Hungary,Telecommunications,2021,1,1.0,False,patents,False
Hungary,Telecommunications,2022,1,1.0,False,patents,False
Hungary,Telecommunications,2023,0,,False,patents,False
Hungary,Transportation,2015,2,2.0,True,patents,False
Hungary,Transportation,2016,2,2.0,True,patents,False
Hungary,Transportation,2017,0,0.0,True,patents,False
Hungary,Transportation,2018,0,0.0,True,patents,False
Hungary,Transportation,2019,0,0.0,False,patents,False
Hungary,Transportation,2020,2,2.0,False,patents,False
Hungary,Transportation,2021,0,0.0,False,patents,False
Hungary,Transportation,2022,0,0.0,False,patents,False
Hungary,Transportation,2023,0,,False,patents,False
India,Agriculture,2015,1,1.0,True,patents,False
India,Agriculture,2016,3,3.0,True,patents,False
India,Agriculture,2017,0,0.0,True,patents,False
India,Agriculture,2018,2,1.0,True,patents,False
India,Agriculture,2019,0,0.0,False,patents,False
India,Agriculture,2020,0,0.0,False,patents,False
India,Agriculture,2021,0,0.0,False,patents,False
India,Agriculture,2022,0,,False,patents,False
India,All,2015,111,68.0,True,patents,False
India,All,2016,156,111.0,True,patents,False
India,All,2017,270,199.0,True,patents,False
India,All,2018,270,201.0,True,patents,False
India,All,2019,10,8.0,False,patents,False
India,All,2020,10,2.0,False,patents,False
India,All,2021,6,1.0,False,patents,False
India,All,2022,2,,False,patents,False
India,Banking and Finance,2015,5,3.0,True,patents,False
India,Banking and Finance,2016,2,1.0,True,patents,False
India,Banking and Finance,2017,14,11.0,True,patents,False
India,Banking and Finance,2018,12,4.0,True,patents,False
India,Banking and Finance,2019,0,0.0,False,patents,False
India,Banking and Finance,2020,0,0.0,False,patents,False
India,Banking and Finance,2021,0,0.0,False,patents,False
India,Banking and Finance,2022,0,,False,patents,False
India,Business,2015,30,16.0,True,patents,False
India,Business,2016,38,24.0,True,patents,False
India,Business,2017,60,31.0,True,patents,False
India,Business,2018,50,30.0,True,patents,False
India,Business,2019,1,1.0,False,patents,False
India,Business,2020,0,0.0,False,patents,False
India,Business,2021,0,0.0,False,patents,False
India,Business,2022,0,,False,patents,False
India,Energy Management,2015,2,2.0,True,patents,False
India,Energy Management,2016,2,2.0,True,patents,False
India,Energy Management,2017,2,1.0,True,patents,False
India,Energy Management,2018,4,1.0,True,patents,False
India,Energy Management,2019,0,0.0,False,patents,False
India,Energy Management,2020,0,0.0,False,patents,False
India,Energy Management,2021,0,0.0,False,patents,False
India,Energy Management,2022,1,,False,patents,False
India,Industry and Manufacturing,2015,3,2.0,True,patents,False
India,Industry and Manufacturing,2016,3,2.0,True,patents,False
India,Industry and Manufacturing,2017,9,8.0,True,patents,False
India,Industry and Manufacturing,2018,14,9.0,True,patents,False
India,Industry and Manufacturing,2019,0,0.0,False,patents,False
India,Industry and Manufacturing,2020,0,0.0,False,patents,False
India,Industry and Manufacturing,2021,0,0.0,False,patents,False
India,Industry and Manufacturing,2022,0,,False,patents,False
India,Life Sciences,2015,20,15.0,True,patents,False
India,Life Sciences,2016,28,19.0,True,patents,False
India,Life Sciences,2017,34,28.0,True,patents,False
India,Life Sciences,2018,31,21.0,True,patents,False
India,Life Sciences,2019,0,0.0,False,patents,False
India,Life Sciences,2020,3,0.0,False,patents,False
India,Life Sciences,2021,1,1.0,False,patents,False
India,Life Sciences,2022,0,,False,patents,False
India,Personal Devices and Computing,2015,61,43.0,True,patents,False
India,Personal Devices and Computing,2016,90,70.0,True,patents,False
India,Personal Devices and Computing,2017,167,138.0,True,patents,False
India,Personal Devices and Computing,2018,159,127.0,True,patents,False
India,Personal Devices and Computing,2019,8,6.0,False,patents,False
India,Personal Devices and Computing,2020,4,1.0,False,patents,False
India,Personal Devices and Computing,2021,1,0.0,False,patents,False
India,Personal Devices and Computing,2022,0,,False,patents,False
India,Physical Sciences and Engineering,2015,0,0.0,True,patents,False
India,Physical Sciences and Engineering,2016,1,1.0,True,patents,False
India,Physical Sciences and Engineering,2017,2,1.0,True,patents,False
India,Physical Sciences and Engineering,2018,10,6.0,True,patents,False
India,Physical Sciences and Engineering,2019,0,0.0,False,patents,False
India,Physical Sciences and Engineering,2020,0,0.0,False,patents,False
India,Physical Sciences and Engineering,2021,0,0.0,False,patents,False
India,Physical Sciences and Engineering,2022,1,,False,patents,False
India,Security,2015,2,2.0,True,patents,False
India,Security,2016,6,5.0,True,patents,False
India,Security,2017,12,9.0,True,patents,False
India,Security,2018,20,15.0,True,patents,False
India,Security,2019,2,2.0,False,patents,False
India,Security,2020,3,0.0,False,patents,False
India,Security,2021,1,0.0,False,patents,False
India,Security,2022,0,,False,patents,False
India,Telecommunications,2015,13,12.0,True,patents,False
India,Telecommunications,2016,28,24.0,True,patents,False
India,Telecommunications,2017,53,39.0,True,patents,False
India,Telecommunications,2018,40,30.0,True,patents,False
India,Telecommunications,2019,2,1.0,False,patents,False
India,Telecommunications,2020,1,0.0,False,patents,False
India,Telecommunications,2021,0,0.0,False,patents,False
India,Telecommunications,2022,1,,False,patents,False
India,Transportation,2015,4,2.0,True,patents,False
India,Transportation,2016,6,4.0,True,patents,False
India,Transportation,2017,12,11.0,True,patents,False
India,Transportation,2018,14,11.0,True,patents,False
India,Transportation,2019,0,0.0,False,patents,False
India,Transportation,2020,0,0.0,False,patents,False
India,Transportation,2021,0,0.0,False,patents,False
India,Transportation,2022,1,,False,patents,False
Indonesia,Agriculture,2016,0,0.0,True,patents,False
Indonesia,All,2016,2,1.0,True,patents,False
Indonesia,Banking and Finance,2016,2,1.0,True,patents,False
Indonesia,Business,2016,1,1.0,True,patents,False
Indonesia,Energy Management,2016,0,0.0,True,patents,False
Indonesia,Industry and Manufacturing,2016,0,0.0,True,patents,False
Indonesia,Life Sciences,2016,1,1.0,True,patents,False
Indonesia,Personal Devices and Computing,2016,2,1.0,True,patents,False
Indonesia,Physical Sciences and Engineering,2016,0,0.0,True,patents,False
Indonesia,Security,2016,0,0.0,True,patents,False
Indonesia,Telecommunications,2016,2,1.0,True,patents,False
Indonesia,Transportation,2016,0,0.0,True,patents,False
International Bureau of WIPO,Agriculture,2015,0,0.0,True,patents,False
International Bureau of WIPO,Agriculture,2016,0,0.0,True,patents,False
International Bureau of WIPO,Agriculture,2017,1,0.0,True,patents,False
International Bureau of WIPO,Agriculture,2018,0,0.0,True,patents,False
International Bureau of WIPO,Agriculture,2019,1,,False,patents,False
International Bureau of WIPO,All,2015,7,3.0,True,patents,False
