country,field,year,num_articles,complete
Vietnam,All,2015,424,True
India,All,2020,20701,True
India,All,2025,24605,False
Mongolia,All,2019,15,True
Mongolia,All,2023,32,True
Kyrgyzstan,All,2024,32,False
Guatemala,All,2016,2,True
Guatemala,All,2017,10,True
Chad,All,2017,1,True
Tunisia,All,2017,693,True
France,All,2024,7591,False
Peru,All,2023,533,True
Mauritius,All,2020,26,True
Belize,All,2025,2,False
Algeria,All,2021,804,True
Jordan,All,2016,200,True
Latvia,Computer Vision,2016,6,True
Switzerland,Computer Vision,2018,558,True
Switzerland,Computer Vision,2023,1061,True
Lithuania,Computer Vision,2023,78,True
Ecuador,Computer Vision,2020,66,True
North Macedonia,Computer Vision,2019,9,True
United States,Computer Vision,2021,11931,True
Oman,Computer Vision,2017,14,True
Albania,Computer Vision,2025,7,False
Five Eyes,Computer Vision,2022,16727,True
Myanmar,Computer Vision,2022,13,True
United Arab Emirates,Computer Vision,2018,159,True
Bulgaria,Computer Vision,2017,25,True
Ethiopia,Computer Vision,2025,77,False
Bahrain,Computer Vision,2025,17,False
South Africa,Computer Vision,2015,77,True
Jordan,Computer Vision,2023,221,True
NATO,Computer Vision,2015,13432,True
Sri Lanka,Computer Vision,2018,54,True
Nigeria,Computer Vision,2017,51,True
Iceland,Computer Vision,2024,25,False
Sudan,Computer Vision,2018,25,True
Cuba,Computer Vision,2019,30,True
Cuba,Computer Vision,2025,1,False
Bosnia and Herzegovina,Computer Vision,2015,12,True
Kuwait,Computer Vision,2017,8,True
Cameroon,Computer Vision,2020,15,True
Mauritius,Computer Vision,2021,9,True
Comoros,Computer Vision,2023,1,True
Australia,Computer Vision,2017,1041,True
United Kingdom,Computer Vision,2025,1795,False
Oceania,Computer Vision,2016,1045,True
Afghanistan,Computer Vision,2017,1,True
Netherlands,Computer Vision,2022,802,True
Madagascar,Computer Vision,2024,2,False
Azerbaijan,Computer Vision,2018,6,True
Botswana,Computer Vision,2021,11,True
Georgia,Computer Vision,2016,2,True
Georgia,Computer Vision,2020,3,True
South Korea,Computer Vision,2021,2995,True
Poland,Large language models,2025,57,False
Czechia,Large language models,2018,13,True
Barbados,Large language models,2018,1,True
Jordan,Large language models,2024,47,False
Spain,Large language models,2022,168,True
Congo,Large language models,2025,1,False
Taiwan,Large language models,2025,186,False
Turkey,Large language models,2021,70,True
Botswana,Large language models,2025,1,False
Tunisia,Large language models,2025,22,False
Greece,Large language models,2018,6,True
Iran,Large language models,2024,111,False
Egypt,Large language models,2020,14,True
Asia,Large language models,2017,483,True
Sweden,Large language models,2017,4,True
Chile,Large language models,2022,10,True
Argentina,Large language models,2025,9,False
Serbia,Large language models,2022,6,True
Malaysia,Large language models,2019,8,True
Zimbabwe,Natural Language Processing,2019,1,True
Senegal,Natural Language Processing,2018,2,True
Fiji,Natural Language Processing,2023,2,True
Togo,Natural Language Processing,2022,1,True
Peru,Natural Language Processing,2025,7,False
North Korea,Natural Language Processing,2017,1,True
Morocco,Natural Language Processing,2021,152,True
Oman,Natural Language Processing,2022,12,True
Ecuador,Natural Language Processing,2018,22,True
Nigeria,Natural Language Processing,2023,95,True
Hungary,Natural Language Processing,2017,45,True
Colombia,Natural Language Processing,2015,17,True
Ireland,Natural Language Processing,2018,158,True
Libya,Natural Language Processing,2020,7,True
OECD,Natural Language Processing,2015,7832,True
Australia,Natural Language Processing,2025,314,False
Bulgaria,Natural Language Processing,2020,38,True
United Arab Emirates,Natural Language Processing,2025,85,False
Rwanda,Natural Language Processing,2025,2,False
Mexico,Natural Language Processing,2022,97,True
Russia,Natural Language Processing,2015,165,True
Qatar,Natural Language Processing,2018,52,True
Bahrain,Natural Language Processing,2024,17,False
Kuwait,Natural Language Processing,2017,12,True
Kuwait,Natural Language Processing,2021,11,True
Slovakia,Natural Language Processing,2015,33,True
Slovakia,Natural Language Processing,2020,40,True
Chile,Natural Language Processing,2019,32,True
Mauritania,Natural Language Processing,2021,1,True
Uganda,Natural Language Processing,2019,1,True
Tunisia,Natural Language Processing,2016,91,True
Montenegro,Natural Language Processing,2018,2,True
Guatemala,Natural Language Processing,2020,1,True
Israel,Natural Language Processing,2020,284,True
Sudan,Robotics,2019,3,True
Costa Rica,Robotics,2019,13,True
Montenegro,Robotics,2020,2,True
United Kingdom,Robotics,2019,1825,True
Yemen,Robotics,2024,9,False
Ukraine,Robotics,2021,159,True
Turkey,Robotics,2017,347,True
India,Robotics,2023,2689,True
Serbia,Robotics,2025,30,False
Denmark,Robotics,2017,225,True
Finland,Robotics,2017,119,True
Uruguay,Robotics,2021,10,True
Austria,Robotics,2019,263,True
Albania,Robotics,2024,4,False
Malaysia,Robotics,2016,319,True
Bahrain,Robotics,2025,4,False
Bulgaria,Robotics,2016,20,True
Congo,Robotics,2021,3,True
Oman,Robotics,2020,8,True
Taiwan,Robotics,2023,580,True
United States,AI Safety,2019,1900,True
Liechtenstein,AI Safety,2025,1,False
South Africa,AI Safety,2017,6,True
Lebanon,AI Safety,2017,1,True
Slovakia,AI Safety,2023,4,True
Malta,AI Safety,2024,6,False
Ireland,AI Safety,2020,35,True
Ireland,AI Safety,2021,31,True
Poland,AI Safety,2015,7,True
Argentina,AI Safety,2017,4,True
Brazil,AI Safety,2015,20,True
Latvia,AI Safety,2020,1,True
Mexico,AI Safety,2024,39,False
France,AI Safety,2022,221,True
South and Central America,AI Safety,2019,57,True
South and Central America,AI Safety,2020,72,True
Pakistan,AI Safety,2025,42,False
Colombia,AI Safety,2017,1,True
Saudi Arabia,AI Safety,2016,7,True
Five Eyes,AI Safety,2021,3362,True
Africa,AI Safety,2020,29,True
Egypt,AI Safety,2020,4,True
Egypt,All,2015,665,True
Kazakhstan,All,2025,404,False
Swaziland,All,2025,2,False
United Kingdom,All,2020,12954,True
Tanzania,All,2015,9,True
Denmark,All,2017,747,True
Denmark,All,2020,1367,True
Monaco,All,2023,1,True
Seychelles,All,2018,1,True
Honduras,All,2019,14,True
Angola,All,2023,28,True
South and Central America,All,2022,5284,True
Cambodia,All,2017,4,True
Laos,All,2022,2,True
Bulgaria,All,2025,253,False
Ghana,All,2019,72,True
Ghana,All,2020,83,True
Saint Kitts and Nevis,All,2020,1,True
Slovenia,All,2015,241,True
North Macedonia,All,2019,66,True
El Salvador,All,2023,14,True
Gambia,All,2016,1,True
Lebanon,All,2015,122,True
Croatia,All,2018,265,True
Nepal,All,2015,7,True
Serbia,All,2022,528,True
Congo,All,2020,2,True
Belgium,All,2023,1988,True
Iraq,All,2015,198,True
Latvia,All,2019,88,True
Oceania,All,2020,6713,True
Oceania,All,2024,8324,False
Uganda,All,2018,22,True
NATO,All,2021,113392,True
Montenegro,All,2018,14,True
Estonia,All,2021,248,True
Estonia,All,2024,257,False
Albania,All,2022,37,True
South Africa,All,2024,1111,False
Africa,All,2023,9484,True
Syria,All,2019,29,True
Papua New Guinea,All,2017,1,True
Papua New Guinea,All,2019,8,True
Singapore,All,2021,3409,True
France,All,2019,6908,True
Canada,All,2017,3858,True
Guinea,All,2023,4,True
Greece,All,2020,1466,True
Grenada,All,2024,11,False
Bangladesh,Computer Vision,2019,403,True
Oman,Computer Vision,2019,22,True
Malaysia,Computer Vision,2015,606,True
Myanmar,Computer Vision,2018,44,True
Namibia,Computer Vision,2018,3,True
Czechia,Computer Vision,2024,193,False
Iraq,Computer Vision,2016,136,True
Libya,Computer Vision,2015,10,True
Samoa,Computer Vision,2023,1,True
Congo,Computer Vision,2023,4,True
NATO,Computer Vision,2025,12713,False
France,Computer Vision,2022,1922,True
EU,Computer Vision,2019,9516,True
Sri Lanka,Computer Vision,2024,175,False
Sudan,Computer Vision,2023,25,True
Ghana,Computer Vision,2018,19,True
Uruguay,Computer Vision,2022,19,True
Colombia,Computer Vision,2017,134,True
Brunei Darussalam,Computer Vision,2015,4,True
Brunei Darussalam,Computer Vision,2023,39,True
Eritrea,Computer Vision,2024,2,False
Poland,Computer Vision,2024,508,False
Australia,Computer Vision,2025,927,False
United Kingdom,Computer Vision,2020,3188,True
Guatemala,Computer Vision,2019,5,True
Honduras,Computer Vision,2020,21,True
Honduras,Computer Vision,2022,8,True
Honduras,Computer Vision,2023,9,True
Honduras,Computer Vision,2024,8,False
Norway,Computer Vision,2025,175,False
Azerbaijan,Computer Vision,2024,12,False
Botswana,Computer Vision,2017,3,True
Morocco,Computer Vision,2017,207,True
Germany,Computer Vision,2018,1963,True
Namibia,Large language models,2021,1,True
South and Central America,Large language models,2018,28,True
ASEAN,Large language models,2021,557,True
Latvia,Large language models,2024,2,False
Iraq,Large language models,2023,26,True
Switzerland,Large language models,2016,8,True
Bosnia and Herzegovina,Large language models,2021,1,True
Belgium,Large language models,2017,8,True
Peru,Large language models,2018,1,True
Romania,Large language models,2025,36,False
Russia,Large language models,2021,124,True
Denmark,Large language models,2021,89,True
Armenia,Large language models,2024,2,False
Ethiopia,Large language models,2020,3,True
India,Large language models,2015,10,True
Italy,Large language models,2024,509,False
Fiji,Natural Language Processing,2024,2,False
ASEAN,Natural Language Processing,2021,1560,True
Luxembourg,Natural Language Processing,2018,22,True
Morocco,Natural Language Processing,2018,96,True
North Macedonia,Natural Language Processing,2016,9,True
United States,Natural Language Processing,2024,4920,False
Cyprus,Natural Language Processing,2019,12,True
Armenia,Natural Language Processing,2025,2,False
Ecuador,Natural Language Processing,2015,4,True
NATO,Natural Language Processing,2021,12898,True
Canada,Natural Language Processing,2025,318,False
Benin,Natural Language Processing,2016,3,True
Colombia,Natural Language Processing,2019,28,True
Zambia,Natural Language Processing,2022,1,True
Finland,Natural Language Processing,2025,71,False
Taiwan,Natural Language Processing,2021,267,True
Gambia,Natural Language Processing,2024,1,False
Latvia,Natural Language Processing,2018,25,True
Côte d'Ivoire,Natural Language Processing,2018,1,True
Chad,Natural Language Processing,2022,1,True
Venezuela,Natural Language Processing,2019,1,True
Estonia,Natural Language Processing,2024,26,False
Barbados,Natural Language Processing,2015,1,True
Global Partnership on Artificial Intelligence,Natural Language Processing,2022,14588,True
Quad,Natural Language Processing,2015,4148,True
Tunisia,Natural Language Processing,2024,84,False
Norway,Natural Language Processing,2020,153,True
Kazakhstan,Natural Language Processing,2020,55,True
Philippines,Natural Language Processing,2017,25,True
China (mainland),Natural Language Processing,2015,1657,True
South Africa,Natural Language Processing,2019,56,True
South Korea,Natural Language Processing,2021,485,True
South Korea,Natural Language Processing,2024,599,False
Cuba,Robotics,2023,5,True
Lithuania,Robotics,2024,35,False
Slovakia,Robotics,2025,52,False
South and Central America,Robotics,2018,931,True
South and Central America,Robotics,2021,996,True
Congo,Robotics,2015,1,True
Turkey,Robotics,2022,575,True
Lebanon,Robotics,2017,25,True
Paraguay,Robotics,2021,3,True
Honduras,Robotics,2021,8,True
Croatia,Robotics,2017,60,True
Croatia,Robotics,2022,80,True
Georgia,Robotics,2023,2,True
Chile,Robotics,2021,65,True
Singapore,Robotics,2021,481,True
Iran,Robotics,2024,334,False
Kuwait,Robotics,2018,13,True
Bolivia,Robotics,2021,3,True
United Arab Emirates,Robotics,2020,136,True
Uganda,Robotics,2017,1,True
Uganda,Robotics,2021,3,True
Kazakhstan,AI Safety,2019,1,True
Tunisia,AI Safety,2020,5,True
Brunei Darussalam,AI Safety,2022,2,True
Oceania,AI Safety,2023,277,True
Sri Lanka,AI Safety,2022,2,True
Poland,AI Safety,2016,7,True
Qatar,AI Safety,2019,10,True
Argentina,AI Safety,2016,3,True
Argentina,AI Safety,2018,3,True
NATO,AI Safety,2019,3001,True
Kuwait,AI Safety,2021,3,True
South Korea,AI Safety,2020,135,True
Uganda,AI Safety,2025,4,False
Cuba,AI Safety,2021,2,True
Zimbabwe,AI Safety,2024,1,False
Cambodia,AI Safety,2025,1,False
Asia,AI Safety,2015,236,True
France,AI Safety,2023,268,True
Niger,AI Safety,2019,1,True
Yemen,AI Safety,2020,2,True
Uruguay,AI Safety,2021,2,True
ASEAN,AI Safety,2023,310,True
Kenya,AI Safety,2022,1,True
Egypt,All,2017,732,True
Nigeria,All,2018,219,True
Swaziland,All,2016,1,True
Finland,All,2018,849,True
Costa Rica,All,2022,59,True
Tanzania,All,2020,35,True
Australia,All,2015,2770,True
Australia,All,2022,6308,True
Iceland,All,2016,72,True
Côte d'Ivoire,All,2025,10,False
Romania,All,2019,1121,True
Paraguay,All,2018,22,True
Gambia,All,2025,7,False
Ukraine,All,2025,403,False
Serbia,All,2018,271,True
Ecuador,All,2020,372,True
Uganda,All,2019,21,True
Madagascar,All,2017,2,True
Madagascar,All,2025,7,False
NATO,All,2019,87517,True
NATO,All,2024,116043,False
Burkina Faso,All,2020,11,True
Mozambique,All,2021,9,True
Vietnam,All,2023,1994,True
Albania,All,2015,17,True
Tajikistan,All,2018,2,True
Botswana,All,2021,46,True
Singapore,All,2020,2874,True
Peru,All,2018,157,True
Sierra Leone,All,2022,2,True
Latvia,Computer Vision,2021,15,True
Cyprus,Computer Vision,2015,42,True
Trinidad and Tobago,Computer Vision,2020,2,True
Serbia,Computer Vision,2021,91,True
Romania,Computer Vision,2022,358,True
Slovakia,Computer Vision,2020,72,True
Angola,Computer Vision,2019,1,True
United Arab Emirates,Computer Vision,2016,71,True
Malta,Computer Vision,2021,38,True
Zambia,Computer Vision,2024,4,False
Kosovo,Computer Vision,2022,4,True
Congo,Computer Vision,2022,3,True
Congo,Computer Vision,2024,1,False
Iran,Computer Vision,2018,444,True
Belarus,Computer Vision,2021,40,True
ASEAN,Computer Vision,2015,1833,True
Kenya,Computer Vision,2017,13,True
NATO,Computer Vision,2024,26595,False
Pakistan,Computer Vision,2018,438,True
Japan,Computer Vision,2021,2806,True
Sri Lanka,Computer Vision,2025,69,False
India,Computer Vision,2018,6092,True
India,Computer Vision,2020,8029,True
Global Partnership on Artificial Intelligence,Computer Vision,2019,32610,True
Mongolia,Computer Vision,2024,16,False
Spain,Computer Vision,2018,932,True
Ukraine,Computer Vision,2020,307,True
Ukraine,Computer Vision,2021,271,True
Kuwait,Computer Vision,2024,66,False
Lebanon,Computer Vision,2019,51,True
Peru,Computer Vision,2017,48,True
Mauritius,Computer Vision,2023,18,True
New Zealand,Computer Vision,2023,242,True
Slovenia,Computer Vision,2018,49,True
South and Central America,Computer Vision,2016,749,True
Bolivia,Computer Vision,2018,1,True
Dominican Republic,Computer Vision,2017,1,True
Dominican Republic,Computer Vision,2018,1,True
Vietnam,Computer Vision,2017,157,True
Oceania,Computer Vision,2023,2453,True
Madagascar,Computer Vision,2018,1,True
Costa Rica,Computer Vision,2015,7,True
Nepal,Computer Vision,2016,7,True
Germany,Computer Vision,2024,3121,False
Morocco,Large language models,2025,46,False
Uganda,Large language models,2022,4,True
Lebanon,Large language models,2017,1,True
South Korea,Large language models,2017,24,True
South Korea,Large language models,2018,58,True
Estonia,Large language models,2019,4,True
Ukraine,Large language models,2025,23,False
Turkey,Large language models,2015,2,True
Portugal,Large language models,2024,63,False
Greece,Large language models,2021,51,True
Croatia,Large language models,2021,7,True
Kenya,Large language models,2025,7,False
Canada,Large language models,2018,87,True
Saudi Arabia,Large language models,2024,291,False
Austria,Large language models,2016,1,True
Israel,Large language models,2025,92,False
Belarus,Large language models,2025,2,False
Ethiopia,Large language models,2023,19,True
Mauritius,Large language models,2025,3,False
Brunei Darussalam,Large language models,2024,2,False
Philippines,Large language models,2017,1,True
Italy,Large language models,2017,13,True
Malta,Large language models,2024,5,False
Oceania,Natural Language Processing,2024,722,False
Trinidad and Tobago,Natural Language Processing,2023,1,True
Honduras,Natural Language Processing,2024,1,False
Oman,Natural Language Processing,2023,33,True
EU,Natural Language Processing,2019,4701,True
Croatia,Natural Language Processing,2017,50,True
Cameroon,Natural Language Processing,2019,5,True
Denmark,Natural Language Processing,2019,187,True
Belarus,Natural Language Processing,2025,5,False
Lithuania,Natural Language Processing,2017,20,True
Paraguay,Natural Language Processing,2020,5,True
United Arab Emirates,Natural Language Processing,2019,69,True
United Arab Emirates,Natural Language Processing,2022,133,True
Mexico,Natural Language Processing,2019,121,True
Asia,Natural Language Processing,2023,17681,True
Saudi Arabia,Natural Language Processing,2025,282,False
Kuwait,Natural Language Processing,2018,7,True
Kuwait,Natural Language Processing,2023,24,True
Slovenia,Natural Language Processing,2016,47,True
Uganda,Natural Language Processing,2024,13,False
Somalia,Natural Language Processing,2025,1,False
Bangladesh,Natural Language Processing,2021,262,True
China (mainland),Natural Language Processing,2017,1947,True
El Salvador,Robotics,2023,7,True
Angola,Robotics,2016,1,True
Costa Rica,Robotics,2021,7,True
Rwanda,Robotics,2024,7,False
Lithuania,Robotics,2016,9,True
France,Robotics,2015,1068,True
Hungary,Robotics,2024,161,False
Madagascar,Robotics,2021,1,True
Nepal,Robotics,2023,8,True
South Africa,Robotics,2019,66,True
Afghanistan,Robotics,2025,3,False
Paraguay,Robotics,2019,6,True
Denmark,Robotics,2016,197,True
Honduras,Robotics,2020,12,True
Bangladesh,Robotics,2025,47,False
Iraq,Robotics,2023,169,True
Quad,Robotics,2019,12057,True
Oceania,Robotics,2015,622,True
Morocco,Robotics,2015,21,True
Trinidad and Tobago,Robotics,2017,1,True
Trinidad and Tobago,Robotics,2024,2,False
Israel,Robotics,2016,132,True
Israel,Robotics,2017,173,True
Israel,Robotics,2018,126,True
Thailand,Robotics,2015,78,True
Uruguay,Robotics,2017,7,True
Albania,Robotics,2022,1,True
Guatemala,Robotics,2021,4,True
Sri Lanka,Robotics,2021,48,True
Slovenia,Robotics,2022,64,True
Slovenia,Robotics,2024,63,False
United Arab Emirates,Robotics,2016,66,True
Vietnam,Robotics,2016,81,True
Ethiopia,Robotics,2016,4,True
Ireland,Robotics,2017,55,True
Qatar,Robotics,2019,30,True
Romania,Robotics,2019,308,True
Barbados,Robotics,2021,2,True
Kazakhstan,AI Safety,2021,1,True
Tunisia,AI Safety,2019,4,True
Estonia,AI Safety,2025,7,False
Jamaica,AI Safety,2022,1,True
Ecuador,AI Safety,2023,5,True
Saint Lucia,AI Safety,2024,2,False
Costa Rica,AI Safety,2023,1,True
Tajikistan,AI Safety,2025,1,False
Hungary,AI Safety,2018,1,True
Oceania,AI Safety,2015,63,True
Ireland,AI Safety,2019,25,True
United Kingdom,AI Safety,2021,562,True
OECD,AI Safety,2020,4482,True
Netherlands,AI Safety,2015,36,True
Belgium,AI Safety,2021,56,True
Belgium,AI Safety,2024,65,False
Chile,AI Safety,2018,3,True
Singapore,AI Safety,2024,255,False
Cameroon,AI Safety,2024,3,False
Israel,AI Safety,2015,14,True
Iran,AI Safety,2020,12,True
Iran,AI Safety,2023,28,True
Moldova,AI Safety,2022,1,True
Panama,All,2024,28,False
Rwanda,All,2016,4,True
Nicaragua,All,2017,1,True
Eritrea,All,2024,8,False
United Kingdom,All,2017,7598,True
Tanzania,All,2023,97,True
Liechtenstein,All,2024,12,False
Honduras,All,2018,6,True
Honduras,All,2024,33,False
Angola,All,2024,15,False
Thailand,All,2024,1797,False
Ireland,All,2021,1099,True
Germany,All,2017,6726,True
Taiwan,All,2025,2101,False
Laos,All,2024,5,False
Ghana,All,2015,30,True
Paraguay,All,2021,41,True
Malta,All,2018,60,True
Ukraine,All,2020,1153,True
Morocco,All,2016,481,True
Latvia,All,2020,133,True
Comoros,All,2025,2,False
Uruguay,All,2015,32,True
Uganda,All,2020,36,True
Jamaica,All,2019,3,True
Malaysia,All,2024,4216,False
Mozambique,All,2020,6,True
Albania,All,2025,35,False
Guatemala,All,2015,2,True
Guatemala,All,2025,6,False
Belarus,All,2015,33,True
Switzerland,All,2021,3613,True
Namibia,All,2020,9,True
Timor-Leste,All,2015,1,True
Greece,All,2018,1058,True
Cuba,All,2017,74,True
Myanmar,All,2024,102,False
Austria,All,2018,1156,True
Austria,All,2025,883,False
Tanzania,Computer Vision,2024,18,False
Senegal,Computer Vision,2021,10,True
Papua New Guinea,Computer Vision,2023,4,True
Switzerland,Computer Vision,2024,834,False
Ecuador,Computer Vision,2023,78,True
Singapore,Computer Vision,2023,1512,True
Albania,Computer Vision,2023,11,True
Czechia,Computer Vision,2017,208,True
Finland,Computer Vision,2022,348,True
Ethiopia,Computer Vision,2015,8,True
Quad,Computer Vision,2017,13541,True
Iran,Computer Vision,2021,797,True
Iran,Computer Vision,2022,757,True
Hungary,Computer Vision,2020,137,True
Estonia,Computer Vision,2015,13,True
Iceland,Computer Vision,2025,10,False
Côte d'Ivoire,Computer Vision,2025,3,False
Cuba,Computer Vision,2020,19,True
Cambodia,Computer Vision,2015,1,True
Guyana,Computer Vision,2017,1,True
Africa,Computer Vision,2024,2678,False
Denmark,Computer Vision,2020,244,True
Turkey,Computer Vision,2021,1049,True
North America and the Caribbean,Computer Vision,2020,12868,True
Poland,Computer Vision,2019,456,True
Bolivia,Computer Vision,2022,3,True
Chad,Computer Vision,2023,1,True
Burundi,Computer Vision,2018,1,True
Chile,Computer Vision,2020,72,True
Benin,Computer Vision,2017,2,True
Benin,Computer Vision,2022,10,True
Israel,Computer Vision,2015,179,True
Norway,Computer Vision,2016,123,True
Madagascar,Computer Vision,2017,1,True
Kazakhstan,Computer Vision,2025,92,False
Botswana,Computer Vision,2015,1,True
Gabon,Computer Vision,2025,3,False
Burkina Faso,Large language models,2025,3,False
South and Central America,Large language models,2015,1,True
Czechia,Large language models,2021,50,True
Iraq,Large language models,2025,38,False
South Korea,Large language models,2020,282,True
Oceania,Large language models,2015,7,True
Brazil,Large language models,2017,5,True
Tunisia,Large language models,2024,27,False
China (mainland),Large language models,2023,10791,True
Vietnam,Large language models,2017,3,True
Egypt,Large language models,2023,84,True
Kosovo,Large language models,2025,1,False
Romania,Large language models,2021,42,True
Thailand,Large language models,2023,53,True
United Kingdom,Large language models,2021,845,True
Five Eyes,Large language models,2024,7714,False
Malta,Large language models,2020,3,True
Costa Rica,Natural Language Processing,2023,6,True
Kyrgyzstan,Natural Language Processing,2019,2,True
Austria,Natural Language Processing,2021,153,True
Kosovo,Natural Language Processing,2015,1,True
Azerbaijan,Natural Language Processing,2016,9,True
Ecuador,Natural Language Processing,2024,22,False
Uruguay,Natural Language Processing,2015,2,True
Malawi,Natural Language Processing,2021,1,True
NATO,Natural Language Processing,2019,10300,True
Canada,Natural Language Processing,2022,727,True
El Salvador,Natural Language Processing,2023,1,True
Japan,Natural Language Processing,2016,647,True
Cameroon,Natural Language Processing,2022,4,True
Denmark,Natural Language Processing,2020,182,True
Panama,Natural Language Processing,2023,1,True
Venezuela,Natural Language Processing,2017,2,True
Mauritius,Natural Language Processing,2018,1,True
Europe,Natural Language Processing,2019,6655,True
Greece,Natural Language Processing,2018,78,True
Greece,Natural Language Processing,2021,162,True
Albania,Natural Language Processing,2024,7,False
South and Central America,Natural Language Processing,2022,423,True
Egypt,Natural Language Processing,2024,154,False
Bahrain,Natural Language Processing,2025,8,False
Kuwait,Natural Language Processing,2015,7,True
Pakistan,Natural Language Processing,2016,69,True
Algeria,Natural Language Processing,2021,56,True
Burundi,Natural Language Processing,2019,1,True
Kazakhstan,Natural Language Processing,2017,15,True
Philippines,Natural Language Processing,2020,34,True
Netherlands,Natural Language Processing,2022,514,True
Vietnam,Natural Language Processing,2015,75,True
Thailand,Natural Language Processing,2017,57,True
China (mainland),Natural Language Processing,2016,1683,True
El Salvador,Robotics,2016,1,True
Europe,Robotics,2015,8178,True
Cuba,Robotics,2018,9,True
Belarus,Robotics,2020,13,True
Russia,Robotics,2015,310,True
Slovakia,Robotics,2024,74,False
Jordan,Robotics,2016,18,True
Panama,Robotics,2015,4,True
Panama,Robotics,2017,6,True
Iceland,Robotics,2022,8,True
Turkey,Robotics,2020,522,True
South Africa,Robotics,2017,56,True
Ghana,Robotics,2019,4,True
Honduras,Robotics,2018,2,True
Croatia,Robotics,2023,94,True
Cambodia,Robotics,2018,1,True
Japan,Robotics,2025,1656,False
Trinidad and Tobago,Robotics,2022,5,True
Trinidad and Tobago,Robotics,2023,3,True
Liechtenstein,Robotics,2018,5,True
Singapore,Robotics,2017,361,True
Thailand,Robotics,2017,101,True
Nigeria,Robotics,2017,16,True
Kosovo,Robotics,2018,9,True
Latvia,Robotics,2015,14,True
Germany,Robotics,2025,1150,False
Taiwan,Robotics,2018,390,True
China (mainland),AI Safety,2016,86,True
Jamaica,AI Safety,2018,1,True
Liechtenstein,AI Safety,2021,3,True
Norway,AI Safety,2017,9,True
North Macedonia,AI Safety,2024,2,False
Bulgaria,AI Safety,2021,1,True
South Africa,AI Safety,2023,15,True
Slovakia,AI Safety,2021,5,True
Indonesia,AI Safety,2025,36,False
Philippines,AI Safety,2018,1,True
Jordan,AI Safety,2025,55,False
Tajikistan,AI Safety,2019,1,True
Qatar,AI Safety,2025,19,False
Japan,AI Safety,2022,144,True
Uganda,AI Safety,2023,5,True
Chile,AI Safety,2015,5,True
Oman,AI Safety,2024,21,False
Bahrain,AI Safety,2019,1,True
Russia,AI Safety,2017,9,True
Asia,AI Safety,2023,3168,True
Taiwan,AI Safety,2025,49,False
Yemen,AI Safety,2024,2,False
Croatia,AI Safety,2023,8,True
Israel,AI Safety,2023,72,True
Czechia,AI Safety,2015,7,True
Panama,All,2019,19,True
Rwanda,All,2023,115,True
Nigeria,All,2022,854,True
Five Eyes,All,2017,38057,True
Philippines,All,2021,530,True
Italy,All,2025,4678,False
Thailand,All,2020,851,True
Taiwan,All,2022,3758,True
Gabon,All,2021,2,True
Colombia,All,2019,678,True
Colombia,All,2022,605,True
Colombia,All,2025,390,False
Burundi,All,2020,2,True
Sweden,All,2017,1133,True
Lithuania,All,2015,89,True
Libya,All,2023,125,True
Turkmenistan,All,2023,3,True
Equatorial Guinea,All,2022,1,True
Lebanon,All,2024,411,False
Lebanon,All,2025,205,False
Kosovo,All,2022,25,True
Croatia,All,2019,274,True
Dominican Republic,All,2018,5,True
China (mainland),All,2023,103672,True
Madagascar,All,2020,11,True
Madagascar,All,2022,6,True
Armenia,All,2023,94,True
Burkina Faso,All,2021,14,True
Fiji,All,2015,32,True
Albania,All,2019,19,True
South Africa,All,2016,355,True
Guatemala,All,2021,10,True
Timor-Leste,All,2024,3,False
Sudan,All,2023,88,True
Cuba,All,2025,16,False
United States,All,2025,25484,False
Jordan,All,2019,373,True
Taiwan,Computer Vision,2016,597,True
Argentina,Computer Vision,2024,56,False
North Macedonia,Computer Vision,2025,4,False
Singapore,Computer Vision,2017,540,True
Albania,Computer Vision,2017,7,True
Namibia,Computer Vision,2015,2,True
Namibia,Computer Vision,2019,1,True
Liberia,Computer Vision,2019,1,True
Thailand,Computer Vision,2017,237,True
Brazil,Computer Vision,2017,579,True
Jordan,Computer Vision,2022,160,True
Hungary,Computer Vision,2022,171,True
ASEAN,Computer Vision,2016,1885,True
Pakistan,Computer Vision,2016,254,True
Tunisia,Computer Vision,2022,284,True
Sri Lanka,Computer Vision,2015,44,True
Nigeria,Computer Vision,2015,43,True
Spain,Computer Vision,2017,897,True
Austria,Computer Vision,2021,376,True
OECD,Computer Vision,2022,33475,True
Greece,Computer Vision,2022,375,True
Lebanon,Computer Vision,2021,53,True
Africa,Computer Vision,2016,1162,True
Denmark,Computer Vision,2017,131,True
Slovenia,Computer Vision,2024,78,False
North America and the Caribbean,Computer Vision,2022,12352,True
North America and the Caribbean,Computer Vision,2025,6190,False
Qatar,Computer Vision,2021,96,True
Malawi,Computer Vision,2015,2,True
Vietnam,Computer Vision,2019,290,True
Israel,Computer Vision,2025,145,False
Norway,Computer Vision,2018,202,True
Costa Rica,Computer Vision,2019,14,True
Botswana,Computer Vision,2024,12,False
Georgia,Computer Vision,2025,7,False
South Korea,Computer Vision,2023,3602,True
Timor-Leste,Computer Vision,2021,2,True
Portugal,Computer Vision,2023,450,True
Liechtenstein,Computer Vision,2021,4,True
Singapore,Large language models,2024,824,False
Cyprus,Large language models,2020,2,True
ASEAN,Large language models,2018,68,True
