country,field,year,num_patent_applications,complete
Slovakia,Banking and Finance,2020,0,True
Lithuania,Business,2015,1,True
Luxembourg,Business,2022,11,False
Netherlands,Business,2021,4,False
Switzerland,Business,2015,0,True
India,Business,2019,1,True
Sri Lanka,Business,2016,0,True
Ukraine,Energy Management,2022,0,False
Austria,Energy Management,2022,2,False
Germany,Energy Management,2018,22,True
Sweden,Energy Management,2022,4,False
Ireland,Energy Management,2022,0,False
Bulgaria,Energy Management,2020,0,True
Philippines,Energy Management,2017,0,True
Turkey,Energy Management,2015,0,True
Turkey,Energy Management,2017,0,True
Portugal,Energy Management,2021,0,False
Finland,Industry and Manufacturing,2015,3,True
Serbia,Industry and Manufacturing,2019,0,True
Costa Rica,Industry and Manufacturing,2019,0,True
South Africa,Industry and Manufacturing,2016,0,True
South Africa,Industry and Manufacturing,2022,0,False
Netherlands,Industry and Manufacturing,2023,0,False
India,Industry and Manufacturing,2020,0,True
Norway,Industry and Manufacturing,2018,1,True
Spain,Industry and Manufacturing,2024,0,False
Mexico,Industry and Manufacturing,2020,15,True
Czechia,Industry and Manufacturing,2021,0,False
Belgium,Industry and Manufacturing,2021,2,False
Singapore,Industry and Manufacturing,2017,5,True
Singapore,Industry and Manufacturing,2019,3,True
Philippines,Industry and Manufacturing,2016,0,True
Luxembourg,Industry and Manufacturing,2024,0,False
Slovenia,Industry and Manufacturing,2015,1,True
Luxembourg,Life Sciences,2021,3,False
Taiwan,Life Sciences,2015,10,True
Hungary,Life Sciences,2020,3,True
International Bureau of WIPO,Life Sciences,2018,1,True
Canada,Life Sciences,2015,59,True
United Kingdom,Life Sciences,2016,22,True
New Zealand,Life Sciences,2018,10,True
Kenya,Life Sciences,2016,0,True
Australia,Life Sciences,2023,8,False
Denmark,Personal Devices and Computing,2017,10,True
China (mainland),Personal Devices and Computing,2018,10319,True
China (mainland),Personal Devices and Computing,2023,49113,False
Canada,Personal Devices and Computing,2024,1,False
Spain,Personal Devices and Computing,2017,38,True
Philippines,Personal Devices and Computing,2020,7,True
Lithuania,Personal Devices and Computing,2022,0,False
Romania,Physical Sciences and Engineering,2019,0,True
Lithuania,Physical Sciences and Engineering,2019,0,True
Ireland,Physical Sciences and Engineering,2016,0,True
New Zealand,Physical Sciences and Engineering,2015,1,True
Italy,Physical Sciences and Engineering,2019,3,True
Serbia,Physical Sciences and Engineering,2024,0,False
Turkey,Physical Sciences and Engineering,2019,1,True
Portugal,Physical Sciences and Engineering,2015,0,True
Japan,Physical Sciences and Engineering,2023,6,False
Singapore,Physical Sciences and Engineering,2016,4,True
Colombia,Security,2019,0,True
Slovenia,Security,2015,0,True
Luxembourg,Security,2016,0,True
South Africa,Security,2016,1,True
Israel,Security,2018,1,True
Romania,Security,2018,0,True
New Zealand,Security,2019,2,True
Moldova,Security,2021,0,False
Canada,Security,2024,0,False
United Kingdom,Security,2024,9,False
Netherlands,Telecommunications,2016,2,True
Sweden,Telecommunications,2015,2,True
Sweden,Telecommunications,2017,5,True
India,Telecommunications,2020,1,True
Romania,Telecommunications,2019,1,True
Taiwan,Telecommunications,2016,14,True
Colombia,Telecommunications,2021,1,False
Austria,Telecommunications,2019,0,True
Brazil,Telecommunications,2019,46,True
United Kingdom,Telecommunications,2020,73,True
France,Telecommunications,2015,2,True
Canada,Transportation,2019,30,True
Sweden,Transportation,2015,1,True
Hungary,Transportation,2017,0,True
Singapore,Transportation,2016,3,True
Singapore,Transportation,2018,17,True
Mexico,Transportation,2015,12,True
Bulgaria,Transportation,2017,0,True
Czechia,Transportation,2023,0,False
Serbia,Transportation,2016,0,True
Norway,Transportation,2023,1,False
Tunisia,Transportation,2022,0,False
China (mainland),Transportation,2017,588,True
Austria,Transportation,2022,4,False
South Africa,Transportation,2024,0,False
New Zealand,Transportation,2015,1,True
Colombia,Agriculture,2023,0,False
Eurasian Patent Organization,Agriculture,2018,0,True
Portugal,Agriculture,2022,1,False
Cuba,Agriculture,2020,0,True
Switzerland,Agriculture,2019,0,True
United States,Agriculture,2016,71,True
Slovakia,Agriculture,2023,0,False
Slovakia,Agriculture,2024,0,False
Turkey,Agriculture,2016,0,True
Czechia,Agriculture,2017,0,True
Austria,Agriculture,2022,0,False
South Korea,All,2018,4186,True
Sweden,All,2024,1,False
Canada,All,2019,756,True
Jordan,All,2017,1,True
Jordan,All,2019,1,True
Greece,All,2018,9,True
Croatia,All,2022,1,False
Japan,All,2019,4240,True
Italy,Banking and Finance,2022,0,False
Ireland,Banking and Finance,2023,1,False
Singapore,Banking and Finance,2021,0,False
Serbia,Banking and Finance,2022,0,False
Finland,Banking and Finance,2015,0,True
Saudi Arabia,Banking and Finance,2018,1,True
Spain,Banking and Finance,2023,0,False
Ukraine,Banking and Finance,2021,0,False
Poland,Banking and Finance,2017,1,True
Lithuania,Banking and Finance,2016,0,True
Lithuania,Banking and Finance,2018,0,True
Lithuania,Business,2016,0,True
Philippines,Business,2022,0,False
Poland,Business,2018,3,True
Finland,Business,2018,4,True
New Zealand,Business,2020,0,True
European Patent Organization,Business,2021,85,False
Italy,Business,2015,1,True
Uruguay,Business,2022,0,False
Austria,Energy Management,2015,2,True
Austria,Energy Management,2023,1,False
Germany,Energy Management,2019,45,True
India,Energy Management,2017,2,True
Greece,Energy Management,2016,0,True
Belgium,Energy Management,2018,0,True
Romania,Energy Management,2021,1,False
World Intellectual Property Organization (WIPO),Energy Management,2016,0,True
France,Industry and Manufacturing,2015,1,True
Morocco,Industry and Manufacturing,2018,1,True
Costa Rica,Industry and Manufacturing,2020,1,True
Eurasian Patent Organization,Industry and Manufacturing,2015,0,True
Israel,Industry and Manufacturing,2019,0,True
China (mainland),Industry and Manufacturing,2017,548,True
Belgium,Industry and Manufacturing,2020,0,True
Poland,Industry and Manufacturing,2021,5,False
Hungary,Industry and Manufacturing,2015,0,True
South Korea,Life Sciences,2018,680,True
South Korea,Life Sciences,2020,1350,True
South Korea,Life Sciences,2021,1580,False
South Korea,Life Sciences,2022,1754,False
Hungary,Life Sciences,2017,2,True
India,Life Sciences,2018,31,True
Peru,Life Sciences,2017,0,True
Malaysia,Life Sciences,2021,1,False
Finland,Life Sciences,2022,3,False
Czechia,Life Sciences,2018,0,True
Switzerland,Life Sciences,2020,0,True
Japan,Life Sciences,2015,129,True
Bulgaria,Life Sciences,2019,0,True
United States,Life Sciences,2019,2069,True
Malaysia,Personal Devices and Computing,2018,8,True
Denmark,Personal Devices and Computing,2018,9,True
Luxembourg,Personal Devices and Computing,2017,2,True
Spain,Personal Devices and Computing,2019,32,True
Belgium,Personal Devices and Computing,2019,0,True
Netherlands,Personal Devices and Computing,2017,1,True
India,Personal Devices and Computing,2017,167,True
Argentina,Personal Devices and Computing,2021,1,False
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2021,343,False
Romania,Physical Sciences and Engineering,2017,1,True
Azerbaijan,Physical Sciences and Engineering,2018,0,True
Canada,Physical Sciences and Engineering,2020,59,True
Canada,Physical Sciences and Engineering,2023,2,False
Israel,Physical Sciences and Engineering,2020,0,True
Netherlands,Physical Sciences and Engineering,2022,5,False
Kenya,Physical Sciences and Engineering,2016,0,True
Germany,Physical Sciences and Engineering,2022,62,False
Australia,Physical Sciences and Engineering,2015,15,True
France,Security,2018,14,True
Chile,Security,2019,0,True
United Kingdom,Security,2015,9,True
Peru,Security,2015,0,True
Germany,Security,2021,40,False
Ukraine,Telecommunications,2017,0,True
Ukraine,Telecommunications,2018,0,True
Romania,Telecommunications,2021,0,False
South Africa,Telecommunications,2019,0,True
Malaysia,Telecommunications,2016,4,True
Singapore,Telecommunications,2019,25,True
Brazil,Telecommunications,2015,9,True
International Bureau of WIPO,Telecommunications,2016,2,True
Serbia,Telecommunications,2020,0,True
Singapore,Transportation,2021,1,False
Ireland,Transportation,2023,1,False
France,Transportation,2015,6,True
France,Transportation,2019,35,True
France,Transportation,2023,2,False
Sri Lanka,Transportation,2016,0,True
Turkey,Transportation,2016,2,True
Norway,Transportation,2017,2,True
China (mainland),Transportation,2020,3753,True
South Africa,Transportation,2023,0,False
Morocco,Agriculture,2018,1,True
Romania,Agriculture,2022,0,False
United Kingdom,Agriculture,2021,3,False
Poland,Agriculture,2023,0,False
Belgium,Agriculture,2023,0,False
Netherlands,Agriculture,2023,0,False
United States,Agriculture,2018,164,True
United States,Agriculture,2020,187,True
India,Agriculture,2021,0,False
Sweden,Agriculture,2023,0,False
Philippines,All,2019,21,True
South Africa,All,2024,1,False
Taiwan,All,2017,186,True
Poland,All,2018,27,True
Serbia,All,2017,2,True
Greece,All,2023,6,False
Netherlands,All,2015,5,True
Switzerland,All,2021,11,False
Singapore,Banking and Finance,2016,5,True
Austria,Banking and Finance,2020,1,True
World Intellectual Property Organization (WIPO),Banking and Finance,2019,24,True
World Intellectual Property Organization (WIPO),Banking and Finance,2020,23,True
Argentina,Banking and Finance,2020,0,True
Argentina,Banking and Finance,2022,2,False
Netherlands,Banking and Finance,2021,1,False
China (mainland),Banking and Finance,2016,140,True
Lithuania,Banking and Finance,2020,0,True
New Zealand,Banking and Finance,2020,0,True
Argentina,Business,2022,1,False
France,Business,2022,15,False
Serbia,Business,2020,0,True
Morocco,Business,2017,1,True
India,Business,2016,38,True
Portugal,Business,2019,0,True
Jordan,Business,2021,0,False
Germany,Business,2023,10,False
Kenya,Business,2016,0,True
Norway,Energy Management,2019,1,True
Ukraine,Energy Management,2016,0,True
Brazil,Energy Management,2022,0,False
New Zealand,Energy Management,2018,0,True
Czechia,Energy Management,2021,0,False
Malaysia,Energy Management,2019,1,True
World Intellectual Property Organization (WIPO),Energy Management,2017,0,True
France,Energy Management,2023,0,False
France,Industry and Manufacturing,2018,8,True
International Bureau of WIPO,Industry and Manufacturing,2018,2,True
United States,Industry and Manufacturing,2024,0,False
Canada,Industry and Manufacturing,2022,3,False
Switzerland,Industry and Manufacturing,2018,1,True
New Zealand,Industry and Manufacturing,2020,0,True
Austria,Industry and Manufacturing,2019,0,True
Poland,Industry and Manufacturing,2015,3,True
Hungary,Industry and Manufacturing,2016,3,True
Peru,Industry and Manufacturing,2019,0,True
Taiwan,Life Sciences,2018,51,True
Norway,Life Sciences,2018,0,True
Norway,Life Sciences,2022,0,False
Serbia,Life Sciences,2021,0,False
Israel,Life Sciences,2023,1,False
Italy,Life Sciences,2022,15,False
Romania,Life Sciences,2020,0,True
United Kingdom,Life Sciences,2015,12,True
Lithuania,Life Sciences,2017,0,True
Switzerland,Life Sciences,2018,1,True
New Zealand,Life Sciences,2019,8,True
Japan,Life Sciences,2024,0,False
Chile,Personal Devices and Computing,2021,1,False
Belgium,Personal Devices and Computing,2021,0,False
Israel,Personal Devices and Computing,2017,12,True
Netherlands,Personal Devices and Computing,2020,7,True
Norway,Personal Devices and Computing,2016,1,True
Russia,Physical Sciences and Engineering,2020,18,True
China (mainland),Physical Sciences and Engineering,2018,707,True
China (mainland),Physical Sciences and Engineering,2019,1061,True
Turkey,Physical Sciences and Engineering,2022,0,False
Slovenia,Physical Sciences and Engineering,2015,0,True
Greece,Physical Sciences and Engineering,2020,1,True
Japan,Physical Sciences and Engineering,2024,0,False
Eurasian Patent Organization,Physical Sciences and Engineering,2019,0,True
Finland,Security,2015,0,True
India,Security,2021,1,False
Spain,Security,2020,3,True
Eurasian Patent Organization,Security,2015,0,True
Eurasian Patent Organization,Security,2018,0,True
Tunisia,Security,2020,0,True
Luxembourg,Security,2023,7,False
South Africa,Security,2019,0,True
Turkey,Security,2020,6,True
Portugal,Security,2020,0,True
Taiwan,Security,2019,7,True
Taiwan,Security,2023,1,False
Thailand,Security,2017,0,True
Saudi Arabia,Security,2021,0,False
Denmark,Security,2018,2,True
New Zealand,Security,2017,1,True
Canada,Security,2016,26,True
Canada,Security,2019,45,True
Sweden,Security,2016,0,True
United Kingdom,Security,2017,19,True
Austria,Security,2021,0,False
Panama,Security,2016,0,True
Lithuania,Security,2022,0,False
Sweden,Telecommunications,2019,4,True
Mexico,Telecommunications,2023,0,False
Romania,Telecommunications,2017,1,True
Romania,Telecommunications,2023,0,False
Eurasian Patent Organization,Telecommunications,2016,1,True
Taiwan,Telecommunications,2024,0,False
Cuba,Telecommunications,2020,1,True
Kenya,Telecommunications,2016,0,True
Israel,Telecommunications,2021,8,False
United States,Telecommunications,2018,3220,True
Belgium,Telecommunications,2021,2,False
France,Telecommunications,2023,0,False
Finland,Transportation,2021,3,False
Ireland,Transportation,2022,0,False
Japan,Transportation,2020,277,True
France,Transportation,2017,13,True
United States,Transportation,2022,420,False
South Africa,Transportation,2020,0,True
Spain,Transportation,2021,3,False
Spain,Transportation,2023,0,False
Switzerland,Transportation,2019,0,True
Saudi Arabia,Transportation,2018,0,True
Morocco,Agriculture,2021,0,False
Serbia,Agriculture,2017,0,True
Serbia,Agriculture,2019,0,True
Romania,Agriculture,2019,0,True
Philippines,Agriculture,2019,1,True
Switzerland,Agriculture,2016,0,True
Germany,Agriculture,2022,13,False
International Bureau of WIPO,Agriculture,2017,1,True
Italy,Agriculture,2015,0,True
Turkey,Agriculture,2020,1,True
Slovakia,All,2015,4,True
South Africa,All,2022,71,False
China (mainland),All,2025,1,False
Argentina,All,2019,8,True
Tunisia,All,2022,1,False
South Korea,All,2019,6612,True
Colombia,All,2022,8,False
Canada,All,2016,335,True
Canada,All,2021,894,False
Brazil,All,2017,83,True
France,All,2020,283,True
New Zealand,All,2018,14,True
Japan,All,2022,3665,False
Luxembourg,All,2022,73,False
Italy,Banking and Finance,2018,5,True
European Patent Organization,Banking and Finance,2020,18,True
Morocco,Banking and Finance,2022,0,False
Greece,Banking and Finance,2020,0,True
Israel,Banking and Finance,2019,1,True
Serbia,Banking and Finance,2020,0,True
Argentina,Banking and Finance,2021,0,False
Slovakia,Banking and Finance,2024,0,False
Kenya,Banking and Finance,2016,0,True
Latvia,Banking and Finance,2017,0,True
Lithuania,Banking and Finance,2017,1,True
Lithuania,Business,2017,1,True
Hungary,Business,2021,0,False
New Zealand,Business,2021,1,False
Australia,Business,2015,32,True
Australia,Business,2016,61,True
China (mainland),Business,2021,10066,False
Morocco,Business,2022,2,False
Mexico,Business,2016,17,True
World Intellectual Property Organization (WIPO),Business,2018,27,True
Portugal,Business,2015,0,True
Italy,Business,2023,0,False
Australia,Energy Management,2019,18,True
Hungary,Energy Management,2017,0,True
Taiwan,Energy Management,2015,2,True
Brazil,Energy Management,2021,3,False
International Bureau of WIPO,Energy Management,2018,0,True
International Bureau of WIPO,Energy Management,2019,0,True
Malaysia,Energy Management,2022,1,False
Thailand,Energy Management,2017,0,True
South Korea,Energy Management,2023,38,False
Canada,Energy Management,2024,0,False
Croatia,Energy Management,2022,0,False
Ukraine,Industry and Manufacturing,2018,1,True
Morocco,Industry and Manufacturing,2016,0,True
Germany,Industry and Manufacturing,2019,73,True
Germany,Industry and Manufacturing,2022,83,False
Jordan,Industry and Manufacturing,2019,0,True
European Patent Organization,Industry and Manufacturing,2018,25,True
United States,Industry and Manufacturing,2016,213,True
Canada,Industry and Manufacturing,2015,11,True
Spain,Industry and Manufacturing,2020,10,True
Spain,Industry and Manufacturing,2022,5,False
Israel,Industry and Manufacturing,2015,0,True
Russia,Industry and Manufacturing,2020,7,True
China (mainland),Industry and Manufacturing,2023,10016,False
Sweden,Industry and Manufacturing,2017,1,True
Luxembourg,Industry and Manufacturing,2022,5,False
Ukraine,Life Sciences,2017,0,True
Singapore,Life Sciences,2016,10,True
South Korea,Life Sciences,2019,917,True
China (mainland),Life Sciences,2015,193,True
Serbia,Life Sciences,2023,0,False
Slovakia,Life Sciences,2015,0,True
International Bureau of WIPO,Life Sciences,2015,3,True
Italy,Life Sciences,2018,7,True
Malaysia,Life Sciences,2016,1,True
Malaysia,Life Sciences,2022,0,False
Saudi Arabia,Life Sciences,2022,1,False
Bulgaria,Life Sciences,2017,0,True
Italy,Personal Devices and Computing,2016,2,True
United Kingdom,Personal Devices and Computing,2016,97,True
Slovenia,Personal Devices and Computing,2018,3,True
Greece,Personal Devices and Computing,2019,1,True
Greece,Personal Devices and Computing,2023,3,False
Luxembourg,Personal Devices and Computing,2020,7,True
Luxembourg,Personal Devices and Computing,2024,4,False
Tunisia,Personal Devices and Computing,2021,0,False
Norway,Personal Devices and Computing,2020,3,True
Czechia,Personal Devices and Computing,2019,0,True
Belgium,Physical Sciences and Engineering,2021,1,False
Luxembourg,Physical Sciences and Engineering,2022,5,False
Israel,Physical Sciences and Engineering,2017,0,True
Italy,Physical Sciences and Engineering,2018,4,True
Brazil,Physical Sciences and Engineering,2015,5,True
Brazil,Physical Sciences and Engineering,2020,13,True
Australia,Physical Sciences and Engineering,2018,29,True
Sweden,Physical Sciences and Engineering,2022,4,False
Philippines,Security,2016,0,True
South Korea,Security,2023,23,False
Netherlands,Security,2016,0,True
Italy,Security,2016,1,True
Denmark,Security,2015,0,True
Czechia,Security,2021,0,False
Singapore,Security,2019,11,True
Sweden,Security,2023,0,False
European Patent Organization,Security,2023,0,False
Austria,Security,2018,0,True
Slovakia,Security,2020,0,True
Sweden,Telecommunications,2024,0,False
Chile,Telecommunications,2017,0,True
Lithuania,Telecommunications,2020,1,True
Mexico,Telecommunications,2018,13,True
Peru,Telecommunications,2021,1,False
Slovakia,Telecommunications,2023,0,False
South Korea,Telecommunications,2017,473,True
Norway,Telecommunications,2021,2,False
Brazil,Telecommunications,2018,21,True
World Intellectual Property Organization (WIPO),Telecommunications,2024,1,False
Germany,Telecommunications,2017,71,True
Spain,Telecommunications,2016,12,True
Philippines,Telecommunications,2022,0,False
Sweden,Transportation,2024,0,False
India,Transportation,2019,0,True
South Korea,Transportation,2022,561,False
Israel,Transportation,2020,1,True
United States,Transportation,2020,1129,True
Germany,Transportation,2015,60,True
World Intellectual Property Organization (WIPO),Transportation,2018,11,True
Ukraine,Transportation,2015,0,True
China (mainland),Transportation,2016,328,True
Austria,Transportation,2017,5,True
New Zealand,Transportation,2022,0,False
Spain,Transportation,2022,2,False
Chile,Agriculture,2017,0,True
Argentina,Agriculture,2016,1,True
Bulgaria,Agriculture,2020,0,True
Panama,All,2016,2,True
Slovakia,All,2021,9,False
United Kingdom,All,2016,189,True
Spain,All,2015,44,True
Morocco,All,2017,5,True
United States,All,2022,6988,False
South Korea,All,2024,56,False
Israel,All,2016,5,True
Croatia,All,2019,2,True
Japan,Banking and Finance,2020,89,True
Australia,Banking and Finance,2019,46,True
Italy,Banking and Finance,2016,1,True
Philippines,Banking and Finance,2016,0,True
Luxembourg,Banking and Finance,2019,0,True
Israel,Banking and Finance,2020,1,True
Argentina,Banking and Finance,2019,0,True
Slovakia,Banking and Finance,2021,0,False
France,Banking and Finance,2018,12,True
United Kingdom,Banking and Finance,2015,3,True
United Kingdom,Banking and Finance,2023,13,False
Germany,Banking and Finance,2022,17,False
Hungary,Business,2016,2,True
Hungary,Business,2019,0,True
Indonesia,Business,2016,1,True
Chile,Business,2024,0,False
European Patent Organization,Business,2024,0,False
Russia,Business,2020,11,True
Serbia,Business,2019,0,True
Belgium,Business,2023,1,False
India,Business,2017,60,True
India,Business,2022,0,False
Canada,Business,2020,143,True
Norway,Energy Management,2022,2,False
Germany,Energy Management,2024,1,False
Hungary,Energy Management,2016,0,True
Czechia,Energy Management,2023,0,False
Luxembourg,Energy Management,2020,0,True
San Marino,Energy Management,2015,0,True
European Patent Organization,Energy Management,2022,45,False
Canada,Energy Management,2015,13,True
Romania,Industry and Manufacturing,2016,0,True
Sri Lanka,Industry and Manufacturing,2016,0,True
Serbia,Industry and Manufacturing,2022,0,False
Chile,Industry and Manufacturing,2018,0,True
Malaysia,Industry and Manufacturing,2021,1,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2019,37,True
Canada,Industry and Manufacturing,2019,52,True
Greece,Industry and Manufacturing,2015,1,True
China (mainland),Industry and Manufacturing,2025,0,False
Belgium,Industry and Manufacturing,2016,1,True
Singapore,Industry and Manufacturing,2021,0,False
Hungary,Industry and Manufacturing,2022,1,False
Taiwan,Life Sciences,2019,59,True
Morocco,Life Sciences,2022,0,False
Spain,Life Sciences,2020,20,True
Russia,Life Sciences,2015,14,True
Netherlands,Life Sciences,2023,1,False
Brazil,Life Sciences,2022,3,False
Australia,Life Sciences,2017,105,True
Turkey,Personal Devices and Computing,2016,0,True
United States,Personal Devices and Computing,2023,274,False
Netherlands,Personal Devices and Computing,2019,8,True
Morocco,Personal Devices and Computing,2017,3,True
South Africa,Personal Devices and Computing,2022,0,False
Czechia,Personal Devices and Computing,2018,1,True
Australia,Personal Devices and Computing,2017,123,True
Eurasian Patent Organization,Personal Devices and Computing,2018,4,True
Switzerland,Personal Devices and Computing,2019,1,True
Belgium,Physical Sciences and Engineering,2016,1,True
China (mainland),Physical Sciences and Engineering,2016,229,True
Peru,Physical Sciences and Engineering,2020,4,True
United States,Physical Sciences and Engineering,2020,400,True
United States,Physical Sciences and Engineering,2021,389,False
Morocco,Physical Sciences and Engineering,2019,1,True
New Zealand,Physical Sciences and Engineering,2021,2,False
Norway,Physical Sciences and Engineering,2016,0,True
Serbia,Physical Sciences and Engineering,2022,0,False
Japan,Physical Sciences and Engineering,2017,53,True
Austria,Physical Sciences and Engineering,2017,3,True
Finland,Physical Sciences and Engineering,2023,0,False
Belgium,Security,2022,0,False
South Korea,Security,2022,671,False
Indonesia,Security,2016,0,True
South Africa,Security,2023,0,False
Morocco,Security,2018,0,True
Switzerland,Security,2015,0,True
Switzerland,Security,2016,1,True
Taiwan,Security,2016,2,True
Taiwan,Security,2017,2,True
Taiwan,Security,2021,11,False
Bulgaria,Security,2020,0,True
Peru,Security,2017,0,True
Argentina,Security,2016,0,True
Lithuania,Security,2017,0,True
Sweden,Telecommunications,2018,8,True
Poland,Telecommunications,2021,1,False
Bulgaria,Telecommunications,2017,0,True
Hungary,Telecommunications,2017,5,True
Hungary,Telecommunications,2021,1,False
Romania,Telecommunications,2018,0,True
South Africa,Telecommunications,2021,0,False
Japan,Telecommunications,2021,476,False
Turkey,Telecommunications,2016,0,True
Sweden,Transportation,2020,2,True
Chile,Transportation,2018,1,True
Russia,Transportation,2017,18,True
United States,Transportation,2015,365,True
Iran,Transportation,2018,0,True
Slovenia,Transportation,2015,0,True
Ukraine,Transportation,2022,0,False
Portugal,Transportation,2016,1,True
Spain,Transportation,2019,8,True
Australia,Agriculture,2015,2,True
Morocco,Agriculture,2015,0,True
Canada,Agriculture,2024,0,False
Colombia,Agriculture,2015,0,True
Israel,Agriculture,2015,0,True
Malaysia,Agriculture,2016,0,True
Uruguay,Agriculture,2020,1,True
Hungary,Agriculture,2015,0,True
Czechia,Agriculture,2019,0,True
Mexico,All,2020,134,True
Argentina,All,2017,1,True
India,All,2020,10,True
Austria,All,2015,3,True
France,All,2021,292,False
European Patent Organization,All,2020,1123,True
Japan,All,2016,1357,True
Colombia,Banking and Finance,2022,0,False
Luxembourg,Banking and Finance,2016,0,True
Luxembourg,Banking and Finance,2018,0,True
Greece,Banking and Finance,2022,0,False
Israel,Banking and Finance,2021,0,False
Bulgaria,Banking and Finance,2017,0,True
Mexico,Banking and Finance,2023,0,False
Chile,Banking and Finance,2017,0,True
Ukraine,Banking and Finance,2016,0,True
Czechia,Banking and Finance,2019,0,True
Greece,Business,2016,1,True
Greece,Business,2022,3,False
Ukraine,Business,2021,0,False
Morocco,Business,2018,0,True
Sweden,Business,2023,0,False
Czechia,Business,2017,0,True
Brazil,Business,2017,7,True
Ukraine,Energy Management,2017,0,True
Denmark,Energy Management,2018,1,True
United States,Energy Management,2017,198,True
Australia,Energy Management,2023,1,False
Spain,Energy Management,2017,5,True
Taiwan,Energy Management,2020,17,True
Netherlands,Energy Management,2017,0,True
Luxembourg,Energy Management,2022,2,False
Belgium,Energy Management,2023,0,False
Finland,Energy Management,2021,3,False
France,Industry and Manufacturing,2022,9,False
Ukraine,Industry and Manufacturing,2019,0,True
Argentina,Industry and Manufacturing,2021,0,False
International Bureau of WIPO,Industry and Manufacturing,2016,0,True
European Patent Organization,Industry and Manufacturing,2015,3,True
Serbia,Industry and Manufacturing,2018,1,True
United States,Industry and Manufacturing,2019,563,True
Japan,Industry and Manufacturing,2019,353,True
Russia,Industry and Manufacturing,2019,6,True
Czechia,Industry and Manufacturing,2023,1,False
Bulgaria,Industry and Manufacturing,2021,0,False
Philippines,Industry and Manufacturing,2015,2,True
Brazil,Industry and Manufacturing,2020,19,True
Germany,Life Sciences,2021,93,False
Lithuania,Life Sciences,2016,0,True
European Patent Organization,Life Sciences,2023,14,False
Switzerland,Life Sciences,2021,1,False
Slovenia,Life Sciences,2022,0,False
Japan,Life Sciences,2021,822,False
Oman,Life Sciences,2016,1,True
Serbia,Personal Devices and Computing,2022,0,False
Turkey,Personal Devices and Computing,2017,2,True
Malaysia,Personal Devices and Computing,2017,9,True
Austria,Personal Devices and Computing,2017,1,True
New Zealand,Personal Devices and Computing,2022,0,False
Bulgaria,Personal Devices and Computing,2015,0,True
India,Personal Devices and Computing,2018,159,True
Norway,Personal Devices and Computing,2017,0,True
Germany,Personal Devices and Computing,2021,249,False
Romania,Personal Devices and Computing,2015,0,True
Belgium,Physical Sciences and Engineering,2020,2,True
Netherlands,Physical Sciences and Engineering,2023,0,False
United Kingdom,Physical Sciences and Engineering,2024,4,False
Portugal,Physical Sciences and Engineering,2021,0,False
Philippines,Physical Sciences and Engineering,2018,1,True
Sweden,Physical Sciences and Engineering,2020,2,True
Bulgaria,Physical Sciences and Engineering,2021,0,False
Russia,Security,2019,18,True
Finland,Security,2021,2,False
Finland,Security,2023,1,False
Latvia,Security,2020,0,True
Poland,Security,2017,0,True
South Africa,Security,2020,0,True
Ireland,Security,2016,0,True
Turkey,Security,2017,1,True
Romania,Security,2021,0,False
Brazil,Security,2022,0,False
Peru,Security,2019,1,True
Germany,Security,2024,2,False
Luxembourg,Telecommunications,2021,4,False
Sweden,Telecommunications,2022,6,False
Finland,Telecommunications,2018,20,True
Saudi Arabia,Telecommunications,2022,0,False
Chile,Telecommunications,2022,0,False
Mexico,Telecommunications,2022,4,False
Slovakia,Telecommunications,2015,0,True
Colombia,Telecommunications,2022,1,False
Canada,Telecommunications,2020,145,True
Portugal,Telecommunications,2021,3,False
World Intellectual Property Organization (WIPO),Telecommunications,2019,128,True
Philippines,Telecommunications,2017,0,True
Serbia,Telecommunications,2015,0,True
Canada,Transportation,2023,0,False
Ireland,Transportation,2018,0,True
Ireland,Transportation,2021,0,False
Czechia,Transportation,2021,0,False
United States,Transportation,2017,1259,True
Norway,Transportation,2019,1,True
Ukraine,Transportation,2018,0,True
Philippines,Transportation,2018,0,True
Austria,Transportation,2018,5,True
Eurasian Patent Organization,Agriculture,2016,0,True
United Kingdom,Agriculture,2018,6,True
Poland,Agriculture,2019,1,True
Belgium,Agriculture,2019,0,True
International Bureau of WIPO,Agriculture,2015,0,True
Italy,Agriculture,2023,0,False
World Intellectual Property Organization (WIPO),Agriculture,2021,21,False
Hungary,Agriculture,2022,0,False
Portugal,All,2022,5,False
Russia,All,2020,189,True
Philippines,All,2022,1,False
Chile,All,2015,4,True
Bulgaria,All,2022,2,False
Saudi Arabia,All,2021,1,False
South Africa,All,2021,22,False
Taiwan,All,2019,497,True
China (mainland),All,2018,27647,True
Colombia,All,2019,2,True
Malaysia,All,2020,16,True
Israel,All,2015,16,True
Brazil,All,2019,199,True
Oman,All,2016,1,True
Finland,All,2020,38,True
Cuba,All,2020,1,True
Switzerland,All,2017,2,True
Russia,Banking and Finance,2018,6,True
Singapore,Banking and Finance,2017,12,True
Singapore,Banking and Finance,2019,23,True
Serbia,Banking and Finance,2018,0,True
Finland,Banking and Finance,2022,0,False
Hungary,Banking and Finance,2018,0,True
China (mainland),Banking and Finance,2015,29,True
Malaysia,Banking and Finance,2021,0,False
Denmark,Banking and Finance,2016,0,True
