rank,country,aisi_score,aisi_score_raw,breadth_factor,data_coverage,dims_scored,low_confidence,hq_attribution_flag,dim_research_capacity,dim_innovation_output,dim_commercial_ecosystem,dim_hardware_sovereignty,dim_collaboration_network,dim_talent_base,dim_governance_readiness,talent_tier,innovation_output_latest_year,has_publications,has_citations,has_patents,has_investment,has_semiconductor,has_collaboration,has_parat,has_governance,has_workforce
138,El Salvador,5.337233268042208,13.34308317010552,0.4,0.4,2,True,False,21.609015113632154,,5.077151226578886,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
139,Tajikistan,5.242008036781694,13.105020091954236,0.4,0.4,2,True,False,14.421260108923125,,11.788780074985347,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
140,Maldives,5.058759143400684,25.29379571700342,0.2,0.2,1,True,False,25.29379571700342,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
141,Dominica,5.0536397322505575,25.268198661252786,0.2,0.2,1,True,False,25.268198661252786,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
142,Guinea,4.989340357229018,24.94670178614509,0.2,0.2,1,True,False,24.94670178614509,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
143,Bosnia and Herzegovina,4.913905564169915,10.91979014259981,0.45,0.45,3,True,False,24.170073616816705,,0.0,0.0,1.5978168161314774,,0.0,,2020,True,True,False,True,False,True,False,False,False
144,Burundi,4.905917102021046,24.529585510105232,0.2,0.2,1,True,False,24.52958551010523,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
145,Tonga,4.8807494126366855,24.403747063183427,0.2,0.2,1,True,False,24.403747063183424,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
146,Papua New Guinea,4.821196971238134,24.10598485619067,0.2,0.2,1,True,False,24.105984856190666,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
147,Venezuela,4.815938767782069,10.70208615062682,0.45,0.45,3,True,False,18.643279334367346,,5.077151226578886,0.0,1.4370531118564494,,0.0,,2020,True,True,False,True,False,True,False,False,False
148,Mongolia,4.804179413622581,12.010448534056453,0.4,0.4,2,True,False,24.0208970681129,,0.0,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
149,Mali,4.760593847302358,23.80296923651179,0.2,0.2,1,True,False,23.80296923651179,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
150,Comoros,4.758482351758071,23.792411758790355,0.2,0.2,1,True,False,23.792411758790355,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
151,Benin,4.671682930405338,23.35841465202669,0.2,0.2,1,True,False,23.358414652026692,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
152,Trinidad and Tobago,4.648276095475718,11.620690238689294,0.4,0.4,2,True,False,23.24138047737859,,0.0,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
153,Kyrgyzstan,4.576291342004878,22.881456710024388,0.2,0.2,1,True,False,22.881456710024388,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
154,Mozambique,4.574571002716307,22.872855013581532,0.2,0.2,1,True,False,22.872855013581532,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
155,Montenegro,4.495458536485679,22.477292682428395,0.2,0.2,1,True,False,22.477292682428395,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
156,Burkina Faso,4.271731223940307,10.679328059850768,0.4,0.4,2,True,False,21.358656119701536,,0.0,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
157,Mauritania,4.091445608658848,20.45722804329424,0.2,0.2,1,True,False,20.45722804329424,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
158,Paraguay,3.8719493981213065,9.679873495303266,0.4,0.4,2,True,False,19.35974699060653,,0.0,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
159,Somalia,3.7589511489813496,18.794755744906748,0.2,0.2,1,True,False,18.794755744906748,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
160,Myanmar,3.755503964172325,18.777519820861624,0.2,0.2,1,True,False,18.777519820861624,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
161,Moldova,3.6466614561299617,18.233307280649807,0.2,0.2,1,True,False,18.233307280649807,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
162,São Tomé and Príncipe,3.616071428571429,18.080357142857142,0.2,0.2,1,True,False,18.080357142857142,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
163,Liberia,3.582664951969635,17.913324759848173,0.2,0.2,1,True,False,17.913324759848173,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
164,Congo,3.5703613102961853,17.851806551480927,0.2,0.2,1,True,False,17.851806551480927,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
165,Haiti,3.4593754841514173,17.296877420757085,0.2,0.2,1,True,False,17.296877420757085,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
166,Vatican City,3.351623349420845,16.758116747104225,0.2,0.2,1,True,False,16.758116747104225,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
167,Chad,3.24857587139446,16.2428793569723,0.2,0.2,1,True,False,16.2428793569723,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
168,Niger,3.2253095005138785,16.12654750256939,0.2,0.2,1,True,False,16.12654750256939,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
169,North Korea,3.221122031730753,16.105610158653764,0.2,0.2,1,True,False,16.105610158653764,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
170,Bahamas,3.1400054698089166,15.700027349044582,0.2,0.2,1,True,False,15.700027349044582,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
171,Jamaica,2.959613029095758,7.399032572739395,0.4,0.4,2,True,False,14.79806514547879,,0.0,0.0,0.0,,0.0,,2020,True,True,False,True,False,False,False,False,False
172,Timor-Leste,2.8938736510722123,14.469368255361061,0.2,0.2,1,True,False,14.46936825536106,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
173,Djibouti,2.7433718751077008,13.716859375538503,0.2,0.2,1,True,False,13.716859375538503,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
174,Sierra Leone,2.6267995095783117,13.133997547891557,0.2,0.2,1,True,False,13.133997547891557,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
175,Lesotho,2.073846254101425,10.369231270507123,0.2,0.2,1,True,False,10.369231270507123,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
176,Laos,1.7913317429003113,8.956658714501556,0.2,0.2,1,True,False,8.956658714501556,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
177,Samoa,1.5061819052217988,7.530909526108994,0.2,0.2,1,True,False,7.530909526108994,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
178,Guyana,1.3433037803294992,6.716518901647495,0.2,0.2,1,True,False,6.716518901647495,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
179,Turkmenistan,1.299844354792683,6.499221773963415,0.2,0.2,1,True,False,6.499221773963415,,,0.0,0.0,,0.0,,2020,True,False,False,False,False,False,False,False,False
180,Equatorial Guinea,0.8628922697795416,4.314461348897708,0.2,0.2,1,True,False,4.314461348897708,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
181,Suriname,0.8035714285714285,4.017857142857142,0.2,0.2,1,True,False,4.017857142857142,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
182,Saint Vincent and the Grenadines,0.40178571428571425,2.008928571428571,0.2,0.2,1,True,False,2.008928571428571,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
183,South Sudan,0.0,0.0,0.2,0.2,1,True,False,0.0,,,0.0,0.0,,0.0,,2020,True,False,False,False,False,False,False,False,False
184,Bermuda,0.0,0.0,0.30000000000000004,0.30000000000000004,2,True,True,,,0.0,0.0,0.0,0.0,0.0,3.0,2020,False,False,False,False,False,False,True,False,False
185,Andorra,0.0,0.0,0.2,0.2,1,True,False,0.0,,,0.0,0.0,,0.0,,2020,True,True,False,False,False,False,False,False,False
